S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu5702	5	0	0	3	0	0	1	3	13	0	0	1	0
otu5704	5	0	2	0	1	1	0	0	0	0	0	8	0
otu5705	3	0	3	0	0	7	0	0	5	0	0	4	0
otu5706	0	0	0	0	1	0	0	0	17	0	0	3	0
otu5708	4	0	1	0	2	2	0	0	6	0	1	8	0
otu5709	5	0	0	0	0	4	1	0	18	0	0	0	0
otu5710	11	1	2	4	0	0	0	0	0	0	1	1	0
otu5711	3	5	0	11	0	1	0	0	1	0	4	1	0
otu5713	2	3	0	7	1	2	3	2	2	0	2	0	0
otu5714	7	0	0	0	1	1	1	0	2	0	1	10	0
otu5715	0	0	0	0	0	0	0	12	8	0	0	0	0
otu5716	4	0	3	12	0	0	1	0	0	0	2	2	0
otu5719	11	1	4	0	3	3	0	2	8	0	1	3	0
otu5721	6	0	4	0	0	0	0	4	1	0	4	3	0
otu5722	2	0	0	0	8	1	0	0	2	0	0	6	0
otu5724	0	0	0	0	8	9	1	0	0	0	0	2	0
otu5725	6	9	2	3	0	4	0	0	0	0	0	0	0
otu5726	7	0	2	4	0	2	0	0	0	0	3	1	3
otu5727	7	0	0	0	4	2	2	0	6	0	0	6	0
otu5728	1	0	0	1	4	9	0	0	0	0	1	11	0
otu5729	0	0	0	0	2	1	6	3	6	0	0	3	0
otu5730	1	0	3	13	0	4	0	0	0	0	0	0	0
otu5731	1	1	1	6	0	6	0	0	10	0	1	0	0
otu5732	10	2	0	1	3	1	0	0	1	0	2	3	0
otu5733	3	2	1	1	0	6	0	2	5	0	0	4	0
otu5734	0	0	1	5	0	0	0	0	0	1	1	0	18
otu5735	0	0	0	0	0	0	7	3	11	0	1	12	0
otu5736	4	0	0	0	0	0	5	1	13	0	0	3	0
otu5738	0	0	0	0	0	0	0	2	20	0	0	5	0
otu5739	6	0	1	0	0	0	1	2	10	0	4	6	0
otu5741	0	0	0	0	0	0	13	5	1	0	0	0	0
otu5743	5	1	0	0	3	7	0	0	0	0	0	3	0
otu5746	3	0	1	1	1	2	0	3	8	0	4	10	0
otu5747	3	0	0	0	0	0	0	0	0	1	4	0	15
otu5748	0	0	0	0	0	0	10	5	1	0	0	0	0
otu5751	0	0	0	0	0	0	5	5	16	0	0	4	0
otu5752	3	0	1	0	0	0	0	0	1	0	0	15	0
otu5754	1	0	0	0	0	0	11	10	5	0	0	2	0
otu5757	18	0	0	0	1	1	0	0	3	0	0	0	0
otu5759	0	0	0	0	0	0	0	6	16	0	1	1	0
otu5760	5	0	0	0	1	2	3	0	4	0	0	5	0
otu5761	6	0	4	4	0	15	0	1	2	0	1	1	0
otu5763	3	1	0	0	1	0	0	0	20	0	0	0	0
otu5764	1	0	0	0	5	13	0	0	0	0	0	1	0
otu5766	2	0	2	0	2	4	0	1	5	0	1	2	0
otu5768	0	0	0	0	0	0	8	12	0	0	0	0	0
otu5769	7	1	1	0	2	3	0	1	0	0	5	1	0
otu5772	0	0	0	0	0	0	6	5	12	0	0	0	0
otu5773	4	3	3	4	0	0	0	0	0	0	1	5	0
otu5774	7	0	0	2	5	2	0	6	1	0	2	6	0
otu5775	0	0	0	5	0	0	0	0	0	2	0	0	11
otu5777	0	0	0	0	0	0	4	6	8	0	0	1	0
otu5778	4	4	0	0	0	7	0	0	3	0	0	0	0
otu5780	4	0	0	5	1	10	0	0	0	0	0	0	0
otu5781	0	0	0	0	0	0	17	0	8	0	0	0	0
otu5782	9	0	1	0	0	0	0	2	0	0	4	1	1
otu5783	2	0	0	0	0	0	3	1	24	0	1	3	0
otu5784	16	0	0	0	0	0	0	1	4	0	0	5	0
otu5785	3	7	1	0	5	6	0	3	0	0	0	4	0
otu5789	0	0	0	4	1	9	0	0	1	0	1	1	0
otu5790	4	0	2	0	1	0	0	0	9	0	1	2	0
otu5791	1	0	5	0	0	0	0	0	0	0	7	5	5
otu5792	4	1	0	0	2	11	2	0	3	0	0	8	0
otu5793	0	0	0	0	0	0	2	10	7	0	0	0	0
otu5794	2	0	0	0	1	0	0	1	5	0	0	10	0
otu5795	8	12	1	0	0	6	0	0	0	1	2	0	0
otu5796	0	0	0	0	0	0	3	6	6	0	0	4	0
otu5797	11	9	0	0	0	0	0	0	0	0	0	0	0
otu5798	1	0	1	0	0	0	0	6	8	0	0	1	0
otu5799	1	0	0	0	0	0	1	4	18	0	0	1	0
otu5800	0	1	0	0	0	0	0	0	0	0	3	11	3
otu5801	0	0	0	0	0	0	1	4	17	0	0	0	0
otu5803	2	0	0	0	0	0	2	7	15	0	2	7	0
otu5805	15	0	0	9	0	0	0	0	0	0	0	0	1
otu5806	0	0	1	27	0	0	0	0	0	2	1	1	7
otu5807	3	0	0	0	0	0	0	0	0	0	0	19	0
otu5808	0	0	3	11	0	0	0	0	0	0	0	0	11
otu5810	10	14	4	7	0	2	0	0	0	0	0	0	0
otu5811	0	0	0	9	0	0	0	0	0	0	5	0	5
otu5813	8	1	3	0	0	6	0	0	0	0	0	1	0
otu5814	2	0	0	0	9	2	0	0	0	0	1	11	0
otu5815	1	0	0	0	0	0	16	0	6	0	0	1	0
otu5816	0	0	1	0	2	13	0	2	4	0	0	0	0
otu5818	0	0	0	0	0	0	4	9	14	0	0	2	0
otu5821	0	0	2	0	1	0	10	13	2	0	1	2	0
otu5822	4	6	1	2	2	2	0	0	2	1	6	1	0
otu5823	1	0	0	0	1	3	0	1	4	0	3	9	0
otu5825	0	0	0	0	0	0	12	3	2	0	0	0	0
otu5827	0	0	13	0	0	4	0	0	0	0	0	0	1
otu5829	0	0	3	2	0	0	0	0	0	0	0	0	12
otu5830	0	0	0	0	7	0	0	0	0	0	1	9	0
otu5831	10	0	0	0	1	2	0	0	0	0	0	4	0
otu5832	0	0	0	0	0	0	0	0	6	0	0	10	0
otu5833	9	4	4	0	0	0	0	0	0	0	2	1	3
otu5834	10	2	0	0	3	6	0	0	0	0	0	1	0
otu5835	1	0	0	0	0	2	0	2	5	0	2	7	0
otu5836	2	0	0	0	0	0	5	2	6	0	0	3	0
otu5837	3	0	2	0	2	0	0	0	3	0	1	4	0
otu5839	4	1	0	0	6	1	0	0	0	0	0	5	0
otu5840	0	0	0	0	0	0	24	23	30	0	0	0	0
otu5841	2	2	0	0	4	5	0	1	1	0	2	0	0
otu5842	0	0	0	0	0	0	18	7	2	0	0	1	2
otu5843	14	0	0	5	0	0	0	0	0	0	0	0	0
otu5845	1	0	1	1	1	0	0	8	8	0	4	11	0
otu5847	0	0	0	0	0	0	7	2	7	0	0	4	0
otu5849	5	5	0	6	0	0	3	0	1	0	2	1	2
otu5850	0	0	0	0	6	2	0	0	0	0	0	9	0
otu5851	0	0	0	0	0	0	0	3	21	0	0	0	0
otu5854	0	0	0	0	0	0	5	14	0	0	0	0	0
otu5855	0	0	0	0	0	0	8	9	2	0	0	0	0
otu5856	6	4	1	5	1	2	0	0	0	0	2	0	0
otu5858	6	0	3	0	0	6	0	0	2	0	0	3	0
otu5859	6	7	0	1	0	4	0	0	0	0	2	0	0
otu5860	2	0	1	1	0	0	2	4	5	1	6	3	1
otu5861	0	0	5	0	0	0	0	0	0	0	0	16	0
otu5862	2	0	0	0	0	1	8	3	10	0	0	1	0
otu5863	9	1	5	0	2	6	0	0	7	0	2	8	0
otu5864	0	0	0	0	6	0	8	9	12	0	0	5	0
otu5865	4	1	0	0	2	5	1	3	7	0	0	1	0
otu5866	3	0	0	0	4	5	0	0	0	0	0	5	0
otu5867	0	0	0	0	0	0	0	7	8	0	0	0	0
otu5870	1	0	7	4	0	4	0	0	5	0	3	1	0
otu5871	7	11	5	4	1	5	0	0	0	0	0	0	0
otu5872	4	0	0	0	0	0	0	1	4	0	2	14	0
otu5873	5	2	0	16	2	1	0	0	0	0	0	0	0
otu5874	0	0	0	11	0	0	0	0	0	8	4	0	0
otu5875	10	0	2	0	1	1	0	0	0	0	0	9	0
otu5876	3	0	0	0	0	0	0	0	1	0	0	11	0
otu5877	9	2	3	0	0	5	0	0	1	0	1	2	0
otu5878	0	0	0	11	0	0	0	0	0	0	0	8	0
otu5879	0	0	2	0	0	1	0	4	9	0	0	3	0
otu5880	12	0	2	0	4	17	0	0	2	0	0	3	0
otu5881	2	0	5	5	0	5	0	1	0	0	0	2	0
otu5882	9	0	1	1	0	3	0	1	7	0	0	0	0
otu5885	0	0	1	0	0	0	19	4	2	0	0	1	0
otu5886	4	0	1	17	0	0	0	0	0	0	0	0	0
otu5887	0	0	2	7	0	0	0	0	0	0	2	0	8
otu5888	0	1	0	0	1	0	3	3	2	0	0	14	0
otu5889	9	5	4	0	0	0	0	0	0	0	0	0	0
otu5891	0	0	3	0	0	0	0	0	0	0	1	0	12
otu5892	0	0	0	14	0	0	0	0	0	0	0	4	0
otu5896	1	0	1	0	1	0	0	4	19	0	0	3	0
otu5897	0	0	0	3	0	0	0	0	0	9	2	0	19
otu5900	0	0	0	0	0	0	5	0	10	0	0	0	0
otu5901	2	0	0	1	3	0	1	2	30	0	0	1	0
otu5902	0	0	0	15	0	0	0	0	0	0	0	0	7
otu5903	0	0	0	0	4	3	0	0	0	0	0	10	0
otu5904	3	9	0	0	4	5	0	0	0	0	0	2	0
otu5906	0	0	0	0	0	0	0	4	25	0	1	0	0
otu5907	3	0	0	0	6	8	0	0	0	0	0	0	0
otu5908	4	0	1	0	5	1	0	1	0	0	1	11	0
otu5911	0	0	0	0	1	0	8	2	3	0	1	2	0
otu5914	0	0	0	0	0	0	2	8	8	0	0	5	0
otu5917	17	0	0	0	1	0	0	1	6	0	0	2	0
otu5918	2	0	1	0	2	4	0	0	7	0	0	1	0
otu5919	3	0	0	0	1	0	10	4	9	0	0	7	0
otu5920	0	0	0	0	0	0	13	4	1	0	0	1	0
otu5921	1	0	0	0	2	1	0	0	8	0	0	13	0
otu5922	7	0	0	0	0	2	4	1	12	0	2	7	0
otu5923	1	8	0	5	4	3	0	0	0	0	2	0	0
otu5926	5	0	4	0	4	3	0	0	1	0	0	0	0
otu5927	0	0	0	0	0	0	6	0	20	0	0	2	0
otu5928	1	0	0	0	0	0	13	5	1	0	0	0	0
otu5930	15	0	3	0	1	0	1	2	9	0	1	7	0
otu5931	0	0	0	9	0	0	0	0	0	2	1	0	4
otu5932	0	0	1	14	1	8	0	0	0	0	0	0	0
otu5933	13	0	0	0	0	0	0	0	0	0	0	5	0
otu5935	1	0	1	1	0	0	0	0	0	0	2	3	13
otu5936	5	10	0	2	0	5	0	0	0	0	1	0	0
otu5937	3	0	0	4	7	11	0	0	1	0	0	0	0
otu5938	0	0	0	0	0	0	1	10	17	0	0	2	0
otu5940	7	3	0	1	8	3	0	0	0	0	1	0	0
otu5941	0	0	0	0	0	0	11	4	7	0	0	1	0
otu5942	0	0	0	0	6	1	0	0	8	0	1	4	0
otu5943	0	0	0	0	2	0	8	8	8	0	0	1	0
otu5944	0	0	0	0	0	0	1	10	4	0	1	0	0
otu5946	0	0	0	0	1	1	5	4	9	0	1	3	1
otu5947	0	0	0	0	0	0	0	6	13	0	0	0	0
otu5948	1	0	0	2	3	1	0	7	12	0	0	5	0
otu5949	4	0	0	2	3	0	0	5	8	0	1	2	0
otu5950	1	0	0	0	2	2	2	2	5	0	1	8	0
otu5951	2	0	0	0	7	0	0	6	1	0	1	0	0
otu5952	0	0	0	12	6	0	0	1	7	0	0	9	0
otu5953	0	0	0	3	0	0	0	0	0	11	2	0	5
otu5954	5	1	3	6	1	0	0	0	0	0	3	1	0
otu5956	0	1	3	13	0	1	0	0	0	0	0	0	0
otu5957	1	0	0	0	0	1	0	4	8	0	0	4	0
otu5959	3	1	1	13	0	0	0	0	0	0	1	0	0
otu5960	4	0	0	1	0	2	1	4	1	0	3	4	0
otu5961	0	0	0	0	0	0	9	6	2	0	1	0	0
otu5962	0	0	0	0	2	4	0	6	7	0	0	1	0
otu5963	0	1	0	7	0	0	0	4	4	1	2	0	3
otu5964	2	1	0	0	0	2	6	2	1	2	3	2	0
otu5965	0	0	0	4	0	0	0	0	0	3	3	0	5
otu5966	0	0	0	0	0	1	8	7	4	0	0	0	0
otu5968	0	0	0	11	2	1	0	0	0	0	0	3	0
otu5969	0	0	0	0	0	0	1	12	5	0	0	0	0
otu5971	3	0	6	8	5	5	1	1	0	0	3	6	0
otu5972	4	5	0	0	0	12	1	0	1	0	0	1	0
otu5973	2	0	0	0	1	0	0	2	10	0	0	10	0
otu5974	1	0	0	11	0	0	0	0	0	2	2	0	4
otu5975	0	11	0	8	0	1	0	0	0	1	0	1	0
otu5976	0	0	1	0	0	2	0	4	8	0	0	5	0
otu5977	4	0	0	0	4	0	0	7	12	0	2	21	0
otu5979	0	0	0	0	0	0	9	4	3	0	0	1	0
otu5981	0	0	0	0	0	0	11	6	1	0	0	0	0
otu5982	2	0	0	0	1	0	0	14	15	0	0	10	0
otu5983	4	0	0	10	1	3	0	0	0	0	2	2	0
otu5984	0	0	0	0	0	0	5	11	14	0	0	5	0
otu5985	3	0	5	4	7	4	0	0	0	0	0	13	0
otu5986	5	0	0	4	3	0	1	4	3	0	0	4	0
otu5988	0	0	0	11	0	0	0	0	0	3	0	0	4
otu5990	0	0	0	0	0	0	0	5	14	0	0	0	0
otu5991	5	0	2	1	0	1	1	1	3	0	2	2	0
otu5992	2	0	0	0	0	0	24	8	8	0	0	1	0
otu5993	0	2	3	6	0	2	0	0	0	0	2	0	0
otu5997	6	0	5	9	5	9	0	3	8	0	1	7	0
otu5998	0	0	0	0	0	0	3	8	13	0	0	0	0
otu6000	0	0	0	0	0	0	0	14	5	0	0	1	0
otu6001	1	0	0	0	3	0	4	3	2	0	0	6	0
otu6002	3	1	0	0	1	11	0	0	4	0	0	2	0
otu6003	0	0	0	0	0	0	0	4	16	0	0	0	0
otu6004	0	0	0	0	0	0	1	2	11	0	0	8	0
otu6005	6	0	0	0	0	0	0	1	9	0	0	2	0
otu6008	2	0	2	3	2	1	0	0	3	0	0	4	0
otu6011	6	0	9	1	0	2	0	0	0	0	0	5	0
otu6012	17	0	3	0	0	0	0	0	1	0	0	0	0
otu6013	0	0	0	0	0	1	0	2	12	0	0	3	0
otu6014	2	2	0	0	0	5	0	2	17	0	0	0	0
otu6015	6	0	1	0	0	0	0	0	11	0	0	4	0
otu6016	0	0	0	0	0	0	11	6	1	0	0	0	0
otu6017	1	1	1	3	8	4	1	2	9	0	2	9	0
otu6018	11	0	1	0	3	5	0	0	0	0	0	1	0
otu6019	0	0	0	0	0	0	7	7	4	0	0	5	0
otu6020	4	0	0	0	0	1	3	1	1	0	1	7	0
otu6021	0	0	0	7	0	0	0	0	0	0	0	0	13
otu6022	4	0	1	0	2	1	3	0	4	0	2	4	0
otu6023	0	0	0	0	0	0	3	19	16	0	0	3	0
otu6024	1	0	5	0	1	0	1	3	22	0	0	1	0
otu6025	0	10	0	0	0	0	0	0	0	0	0	0	7
otu6026	2	0	0	0	3	0	4	6	11	0	1	5	0
otu6027	0	3	0	0	0	15	0	0	0	0	0	0	0
otu6030	8	1	1	10	0	1	0	0	0	0	1	2	1
otu6032	5	0	0	6	0	8	0	0	1	0	0	1	0
otu6033	0	0	0	0	9	0	0	0	5	0	0	7	0
otu6036	0	2	1	6	0	0	0	2	2	3	3	1	1
otu6037	2	0	1	3	0	5	0	0	1	0	3	3	0
otu6038	0	0	0	8	0	0	0	0	0	0	0	0	14
otu6039	2	1	0	10	1	2	0	3	2	0	0	0	2
otu6040	6	3	1	4	0	1	0	0	0	0	0	1	1
otu6041	7	1	0	0	1	1	0	1	4	0	0	3	0
otu6042	0	0	0	0	0	0	0	4	17	0	0	0	0
otu6043	0	0	0	0	0	0	15	4	0	0	0	0	0
otu6044	0	1	0	0	0	0	1	3	10	0	3	4	0
otu6045	2	0	0	0	0	0	2	6	5	0	4	6	0
otu6046	1	0	3	0	2	9	0	0	2	0	0	4	0
otu6050	1	1	0	0	0	0	8	5	9	0	0	7	0
otu6051	7	0	0	0	4	4	0	0	0	0	0	4	0
otu6052	4	0	0	0	0	1	0	5	5	0	0	0	0
otu6053	0	0	0	0	0	0	15	8	4	0	0	0	0
otu6054	1	0	1	1	2	3	0	5	9	0	0	5	0
otu6055	0	0	0	4	0	0	3	1	0	0	0	1	15
otu6056	4	0	0	0	1	0	5	3	4	0	0	12	0
otu6057	4	0	0	0	1	1	1	9	14	0	1	5	1
otu6058	4	0	1	8	0	0	0	0	0	0	0	0	9
otu6059	3	0	0	0	3	0	0	0	0	0	0	12	0
otu6061	1	0	5	0	2	7	0	0	0	0	0	1	0
otu6062	13	0	1	0	0	10	0	1	0	0	0	2	0
otu6063	3	1	0	0	5	11	0	0	0	0	0	0	0
otu6064	1	0	0	4	1	5	0	0	2	0	0	7	0
otu6065	10	1	1	1	1	0	0	0	1	0	1	4	0
otu6066	2	0	3	8	0	4	0	0	0	1	1	2	0
otu6069	5	0	0	0	1	0	4	7	7	0	3	7	1
otu6070	3	0	2	3	0	0	0	0	0	0	1	3	7
otu6071	0	10	0	9	0	3	0	0	0	0	0	0	0
otu6072	5	0	0	0	7	1	0	0	3	0	0	1	0
otu6073	4	0	0	0	0	3	0	15	1	0	0	0	0
otu6074	0	0	0	0	0	0	0	14	8	0	0	5	0
otu6075	2	0	0	0	0	2	6	2	9	0	0	0	0
otu6077	7	5	2	0	0	2	0	0	8	0	0	0	0
otu6078	5	4	3	5	0	8	0	0	1	1	0	3	0
otu6080	1	0	0	1	0	10	2	1	5	0	0	2	0
otu6082	2	4	0	6	0	9	0	0	0	1	2	2	1
otu6083	0	0	0	0	6	1	0	0	8	0	0	6	0
otu6085	2	0	0	4	4	5	0	0	0	0	1	2	0
otu6086	7	0	0	1	0	2	0	3	7	0	0	1	0
otu6087	2	0	0	19	3	4	0	0	0	0	0	0	0
otu6088	0	0	1	0	3	0	0	0	0	0	0	27	0
otu6089	6	4	3	7	1	8	2	0	1	0	7	4	0
otu6090	1	0	0	0	2	0	0	0	0	0	3	14	0
otu6091	1	0	0	3	0	3	0	0	0	0	0	11	0
otu6092	1	0	1	0	0	0	1	8	11	0	0	0	0
otu6094	7	1	0	0	1	13	0	0	0	0	0	0	0
otu6095	0	0	0	0	0	0	3	7	11	0	0	0	0
otu6096	0	0	0	0	0	0	8	6	3	0	0	2	0
otu6097	7	0	1	0	2	3	0	0	0	0	4	6	0
otu6099	0	0	0	0	4	1	0	7	4	0	0	2	0
otu6100	6	0	2	2	1	1	0	0	6	0	0	3	0
otu6101	6	0	1	1	1	0	0	0	0	0	11	3	0
otu6102	3	0	0	0	0	1	0	0	0	1	13	2	0
otu6103	0	0	0	0	0	0	8	3	11	0	0	0	0
otu6104	0	0	0	0	0	0	10	8	1	0	0	0	0
otu6105	0	0	0	0	0	0	12	4	1	0	0	1	0
otu6107	2	0	0	12	1	3	0	0	0	0	0	0	0
otu6110	3	0	0	0	3	0	2	5	5	0	0	3	0
otu6111	0	0	2	0	0	3	0	2	9	0	1	5	0
otu6114	3	0	0	1	0	0	1	1	12	0	0	7	0
otu6115	3	0	0	1	0	0	0	0	9	0	5	0	0
otu6116	0	0	0	3	0	0	0	0	0	7	0	0	8
otu6117	3	12	0	0	0	1	0	0	0	0	0	0	0
otu6118	2	0	2	5	0	0	0	0	0	0	5	0	3
otu6125	5	0	0	4	3	4	0	1	5	0	0	3	0
otu6127	1	0	1	6	1	0	0	0	0	0	5	3	4
otu6128	0	0	0	0	0	0	15	9	2	0	1	1	1
otu6129	1	0	0	0	0	0	2	4	7	0	0	6	0
otu6130	0	0	0	0	0	0	0	15	14	0	0	0	0
otu6131	6	9	1	1	0	2	0	0	0	0	0	0	0
otu6132	0	0	0	6	0	0	0	0	0	0	0	0	10
otu6133	0	0	15	0	0	0	0	0	0	0	0	0	3
otu6134	0	6	0	5	1	3	0	0	0	0	0	0	3
otu6136	0	0	0	0	1	0	0	10	20	0	0	6	0
otu6137	0	0	0	20	0	0	0	0	0	3	0	0	1
otu6138	2	0	1	0	0	0	0	0	6	0	1	3	1
otu6140	0	0	0	0	0	2	7	4	6	0	1	0	0
otu6141	1	0	2	0	4	2	0	0	0	0	1	7	0
otu6142	0	0	0	0	20	4	1	0	9	0	0	0	0
otu6143	7	0	2	0	2	2	0	1	5	0	0	1	0
otu6145	5	0	0	5	0	4	0	9	23	0	0	2	0
otu6147	0	0	0	12	0	0	0	0	0	3	1	0	0
otu6148	3	4	0	0	0	14	0	0	0	0	0	0	0
otu6149	2	1	1	12	13	2	1	0	5	0	0	4	4
otu6151	0	0	0	0	0	0	6	4	7	0	1	1	0
otu6152	0	0	0	0	0	0	3	3	14	0	0	0	0
otu6153	0	0	0	0	0	0	0	5	15	0	0	4	0
otu6154	9	4	1	0	0	2	0	0	0	0	0	0	0
otu6156	0	0	0	0	0	0	3	10	6	0	0	2	0
otu6157	5	0	1	0	1	1	2	2	13	0	5	2	0
otu6159	4	0	0	0	0	0	12	1	4	0	1	0	0
otu6160	1	0	1	0	10	2	1	0	1	0	0	6	0
otu6161	0	0	0	0	0	0	3	4	11	0	0	0	0
otu6164	4	0	0	0	0	0	7	6	11	0	0	2	0
otu6166	1	0	3	0	0	5	0	3	5	0	0	2	0
otu6167	1	8	0	0	1	12	0	0	0	0	0	1	0
otu6168	5	0	0	0	1	0	0	12	4	0	0	0	0
otu6170	3	3	2	4	3	1	0	0	0	0	0	0	3
otu6172	7	0	1	1	0	12	0	1	3	0	0	2	0
otu6173	0	0	0	0	0	0	15	3	0	0	0	0	0
otu6174	0	0	0	0	0	0	19	5	2	0	0	0	0
otu6177	0	0	0	0	0	0	0	3	18	0	0	0	0
otu6178	2	0	0	9	1	1	0	0	2	0	1	8	0
otu6179	1	3	2	0	0	0	0	2	11	0	0	1	0
otu6180	3	0	0	0	7	0	0	0	3	0	0	16	0
otu6181	9	0	0	0	2	4	0	0	11	0	0	1	0
otu6182	0	0	0	0	0	0	7	3	7	0	0	0	0
otu6183	8	0	0	0	0	0	0	0	1	0	0	9	0
otu6184	0	0	0	0	1	0	8	3	5	0	0	1	0
otu6185	8	0	2	5	1	2	0	2	1	0	0	6	0
otu6187	0	0	1	0	4	8	0	0	1	0	0	1	0
otu6188	2	1	3	9	1	2	0	0	0	0	1	0	0
otu6189	3	0	0	0	0	0	0	7	5	0	0	6	0
otu6192	0	0	0	0	5	7	0	0	0	0	0	4	0
otu6193	0	0	0	0	1	0	0	5	17	0	0	0	0
otu6194	0	0	0	0	0	0	0	11	7	0	0	0	0
otu6195	1	0	0	0	2	10	0	0	0	0	0	5	0
otu6197	3	9	0	4	0	5	0	0	0	0	1	0	0
otu6198	0	0	0	0	0	0	2	8	7	0	0	0	0
otu6199	5	10	2	0	0	2	0	0	0	0	0	0	0
otu6201	0	0	0	0	0	0	0	0	0	2	10	0	16
otu6203	2	6	0	1	0	6	0	0	0	0	0	1	0
otu6204	0	0	0	0	4	0	2	0	0	0	0	30	0
otu6206	0	0	0	0	0	0	4	9	5	0	0	0	0
otu6207	0	0	0	0	0	0	0	10	11	0	0	3	0
otu6209	0	2	2	14	0	0	0	0	0	0	3	0	2
otu6211	0	1	0	0	7	1	0	3	10	0	0	1	0
otu6212	1	0	0	0	0	0	1	2	5	0	1	6	0
otu6213	0	0	0	0	1	2	5	3	8	0	1	2	0
otu6215	0	0	0	0	1	0	5	4	12	0	0	1	0
otu6216	6	2	2	0	4	7	0	0	0	0	0	3	0
otu6217	1	0	0	18	1	0	1	0	3	0	0	1	0
otu6218	0	0	0	0	0	0	7	5	8	0	0	2	0
otu6219	2	0	0	0	0	0	0	1	15	0	0	5	0
otu6220	0	0	0	0	0	0	10	4	8	0	0	0	0
otu6221	3	1	1	4	0	6	0	0	0	0	3	2	0
otu6222	0	0	0	0	0	0	9	7	7	0	0	1	0
otu6223	2	0	1	1	2	0	0	9	3	0	0	1	0
otu6224	1	0	0	12	3	0	0	0	1	0	0	0	0
otu6226	0	0	0	2	0	0	0	0	0	4	3	0	12
otu6227	1	0	1	3	3	10	0	0	0	0	0	3	0
otu6228	4	0	0	0	2	2	0	1	5	0	0	0	0
otu6230	0	0	0	1	1	0	0	0	0	0	7	5	0
otu6231	22	0	0	0	0	0	0	0	5	0	0	1	0
otu6232	11	0	0	0	2	2	0	0	0	0	0	3	0
otu6233	0	0	0	0	0	0	0	4	16	0	0	0	0
otu6234	0	0	0	14	0	3	0	0	0	0	1	0	0
otu6235	3	0	17	0	0	0	0	0	0	0	0	0	0
otu6236	0	0	0	2	1	0	6	5	8	0	0	2	0
otu6238	3	0	2	2	0	3	0	0	0	0	8	0	0
otu6240	4	4	0	0	0	7	0	0	0	0	0	0	0
otu6241	0	0	1	0	0	9	0	0	11	0	0	0	0
otu6242	0	0	2	25	0	0	0	1	0	0	4	2	0
otu6243	6	7	3	0	0	2	0	0	0	0	0	0	0
otu6244	0	0	0	18	0	0	0	0	0	2	0	0	6
otu6245	4	6	0	0	0	2	0	0	6	0	0	1	0
otu6246	10	1	1	2	4	1	0	1	7	0	6	5	1
otu6247	7	2	5	0	0	1	0	0	2	0	0	0	0
otu6248	1	0	1	1	3	4	0	3	3	0	0	9	0
otu6249	0	0	0	0	1	0	0	8	6	0	0	2	0
otu6250	2	0	0	0	1	0	0	16	10	0	0	6	0
otu6251	5	0	1	0	0	0	6	10	3	0	0	4	0
otu6252	2	6	1	0	1	8	0	0	0	0	0	0	0
otu6253	0	0	0	0	0	2	11	4	1	0	0	0	0
otu6254	2	2	11	13	0	0	0	0	0	0	0	0	2
otu6255	2	0	1	4	0	0	1	1	1	0	3	1	8
otu6257	0	0	0	0	0	0	8	4	9	0	0	1	0
otu6258	1	0	0	0	0	1	8	5	2	0	0	0	0
otu6262	8	3	1	0	3	5	0	0	0	0	0	1	1
otu6263	0	0	0	0	1	2	8	0	2	0	0	4	0
otu6264	4	2	4	4	0	3	0	0	0	0	2	0	0
otu6266	0	9	0	4	0	6	0	0	0	0	0	0	0
otu6269	15	1	0	0	0	0	0	3	4	0	0	1	0
otu6270	0	0	0	0	0	0	9	8	2	0	0	0	0
otu6272	11	2	0	0	2	4	0	0	0	0	0	0	0
otu6273	1	0	0	0	0	15	0	0	3	0	0	0	0
otu6274	7	0	0	0	0	1	0	1	17	0	0	2	0
otu6275	0	0	0	0	0	0	8	2	4	0	0	2	0
otu6276	5	0	2	0	0	0	8	0	0	0	0	0	0
otu6277	3	7	3	11	0	10	0	2	2	0	2	0	0
otu6278	4	0	1	11	0	1	0	0	0	0	0	1	0
otu6280	0	0	0	0	0	0	0	12	5	0	0	1	0
otu6281	7	8	1	0	0	2	0	0	0	0	0	0	0
otu6282	4	2	7	3	0	1	0	0	0	0	1	5	0
otu6283	1	0	0	0	0	2	14	5	3	0	0	0	0
otu6284	2	0	3	0	0	0	1	3	5	0	0	5	0
otu6285	13	0	0	0	0	4	0	0	0	0	0	1	0
otu6286	0	0	1	10	0	0	0	0	0	0	1	2	3
otu6287	2	0	0	12	0	6	0	0	1	0	0	0	0
otu6288	1	0	0	0	0	0	14	9	2	0	0	1	0
otu6291	1	0	0	0	0	4	1	3	10	0	0	3	0
otu6292	2	2	0	1	1	0	6	3	0	0	0	1	0
otu6295	0	0	0	12	0	0	0	0	0	0	0	0	3
otu6296	1	0	0	0	0	0	4	4	7	0	0	0	0
otu6297	18	0	0	0	0	0	1	3	2	0	0	0	0
otu6299	0	0	0	0	1	0	0	0	11	0	0	8	0
otu6300	1	0	0	2	1	8	0	0	0	0	1	3	0
otu6301	3	2	2	1	0	2	0	0	5	1	0	0	0
otu6302	0	0	0	0	2	3	0	2	17	0	0	6	0
otu6308	1	0	0	10	0	5	0	0	0	0	0	0	0
otu6309	1	0	0	0	0	0	0	7	9	0	0	0	0
otu6310	1	0	2	1	1	3	6	4	10	0	0	5	0
otu6312	1	1	0	9	0	7	0	0	0	0	0	0	0
