S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu6313	3	0	0	0	0	0	0	7	4	0	0	5	0
otu6314	0	0	0	0	0	0	12	5	3	0	1	0	0
otu6315	12	0	0	0	6	5	0	2	6	0	0	1	0
otu6318	3	0	0	5	2	3	0	0	0	0	0	5	0
otu6319	3	0	1	0	0	3	0	11	1	0	0	0	0
otu6320	0	0	0	0	0	0	6	3	7	0	0	2	0
otu6322	2	0	0	1	1	1	2	1	3	0	5	0	0
otu6324	5	0	0	5	0	0	0	0	0	1	2	4	11
otu6326	0	0	0	0	0	0	4	8	10	0	0	0	0
otu6327	4	2	0	2	4	11	0	0	0	0	0	6	0
otu6328	5	0	1	2	2	3	1	0	3	0	3	2	0
otu6331	1	0	0	0	5	1	2	0	19	0	0	0	0
otu6332	1	0	1	12	3	1	0	3	1	0	0	3	0
otu6333	1	0	0	0	1	7	5	2	0	0	0	0	0
otu6334	1	0	0	7	1	0	5	0	3	0	2	4	0
otu6335	12	3	1	1	0	0	0	0	0	0	2	0	0
otu6336	6	0	0	0	13	0	0	0	0	0	0	0	0
otu6338	2	0	0	0	1	7	0	0	10	0	0	0	0
otu6342	0	0	0	0	0	0	11	6	24	0	0	0	0
otu6348	0	0	0	0	0	0	3	12	9	0	0	0	0
otu6351	1	0	0	0	0	0	4	4	5	0	0	1	0
otu6352	0	0	4	1	0	0	4	3	5	0	0	2	0
otu6353	0	0	0	0	0	0	0	12	5	0	0	0	0
otu6354	5	0	6	11	3	2	0	4	8	0	0	14	0
otu6355	2	0	3	1	0	0	0	0	0	0	0	11	0
otu6358	0	0	0	2	0	0	0	1	0	0	9	8	0
otu6359	4	0	0	5	5	18	0	0	0	0	2	9	1
otu6360	0	8	1	0	2	9	0	0	0	0	0	1	0
otu6361	12	0	7	0	0	0	0	0	3	0	0	0	0
otu6364	0	0	1	6	2	0	0	0	0	0	0	6	0
otu6366	4	2	0	5	4	2	0	0	0	0	1	0	0
otu6367	1	0	0	0	4	1	0	6	3	0	1	11	0
otu6368	8	12	1	4	0	2	0	0	0	0	0	0	0
otu6369	3	0	0	0	0	4	0	2	12	0	0	0	0
otu6371	0	0	0	0	0	0	6	13	10	0	1	1	0
otu6372	0	0	0	0	0	0	0	11	9	0	0	3	0
otu6373	2	3	2	9	0	2	0	0	1	1	1	1	2
otu6376	0	0	0	0	0	0	13	3	5	0	0	4	0
otu6377	0	1	0	13	0	0	0	0	0	0	0	3	0
otu6378	2	0	1	2	1	0	1	0	4	0	0	10	0
otu6380	3	3	0	3	2	3	0	0	0	0	6	5	0
otu6381	1	0	0	0	0	0	5	6	9	0	0	5	0
otu6382	0	0	1	13	0	0	0	2	0	0	1	4	0
otu6383	3	0	0	12	0	1	0	0	0	0	0	0	3
otu6384	1	0	0	0	2	5	2	1	14	0	0	0	0
otu6385	0	0	0	14	0	0	0	0	3	0	0	0	0
otu6386	5	0	0	0	7	3	0	0	0	0	0	1	0
otu6387	5	0	0	6	0	0	1	1	4	0	2	0	0
otu6389	6	10	0	1	0	1	0	0	0	1	0	0	0
otu6390	7	0	12	1	3	1	0	0	0	0	0	0	0
otu6391	1	0	0	0	3	1	0	3	4	0	0	8	0
otu6392	4	0	2	12	0	0	0	0	1	0	0	3	0
otu6393	0	0	0	0	0	0	0	12	5	0	0	0	0
otu6394	6	2	1	0	0	0	1	2	5	0	0	7	0
otu6395	3	1	1	0	4	3	1	2	8	0	0	0	0
otu6396	0	0	0	0	0	0	9	5	3	0	0	0	0
otu6398	0	0	0	0	1	0	0	1	12	0	0	8	0
otu6399	0	4	6	9	0	1	0	0	0	0	0	0	0
otu6400	0	0	0	10	0	0	0	0	0	0	1	1	4
otu6401	3	0	7	2	0	0	0	0	0	0	2	2	9
otu6403	18	0	1	0	0	0	0	0	0	0	6	0	0
otu6404	0	0	0	0	0	0	5	1	10	0	0	0	0
otu6405	4	1	0	7	0	0	0	0	7	0	1	2	0
otu6406	5	0	0	0	2	1	1	3	15	0	0	4	0
otu6408	0	0	2	6	3	0	0	0	5	0	0	3	0
otu6411	4	0	3	4	0	4	0	0	0	0	1	3	0
otu6412	0	1	0	0	0	0	8	5	6	0	0	0	0
otu6413	4	0	0	0	0	0	0	0	0	0	0	14	0
otu6414	3	0	0	0	0	1	0	1	13	0	0	1	0
otu6415	11	7	0	0	0	2	0	0	0	0	0	0	0
otu6416	8	0	4	2	0	0	0	0	1	0	0	2	0
otu6420	6	2	1	0	0	0	0	0	2	0	0	7	0
otu6421	20	16	0	0	0	0	0	0	0	0	0	0	0
otu6423	2	0	0	0	0	0	5	1	2	0	1	6	0
otu6424	2	0	0	2	5	4	0	0	0	0	1	3	0
otu6426	0	0	0	0	0	0	18	4	0	0	0	0	0
otu6427	0	0	0	0	1	1	15	3	2	0	0	1	0
otu6429	2	6	0	0	2	10	0	0	0	0	0	0	0
otu6432	3	0	1	1	0	13	0	2	0	0	0	0	0
otu6433	0	0	0	0	0	0	0	3	17	0	0	0	0
otu6434	24	0	1	0	3	5	0	0	3	0	0	0	0
otu6437	0	0	0	0	1	1	0	4	7	0	0	4	0
otu6438	7	1	0	0	0	4	0	2	0	0	2	2	0
otu6439	3	0	0	0	0	0	15	2	32	0	1	5	0
otu6440	1	0	0	0	0	0	3	1	8	0	1	4	0
otu6443	5	0	0	0	0	0	11	7	4	0	0	2	0
otu6445	6	0	0	0	1	1	4	2	20	0	0	2	0
otu6446	2	0	2	1	0	0	0	3	2	0	3	3	7
otu6447	1	2	0	14	3	10	0	0	0	0	0	0	0
otu6448	0	0	0	16	0	0	0	0	0	1	10	1	0
otu6449	2	3	0	1	5	7	0	0	3	0	0	0	0
otu6450	0	0	0	1	1	0	0	2	7	0	0	6	0
otu6451	2	0	0	7	0	8	0	0	0	0	0	2	0
otu6452	7	0	0	0	0	0	0	0	0	1	7	0	4
otu6454	6	3	1	13	0	2	0	0	2	0	1	1	1
otu6456	0	0	0	15	0	0	0	0	0	1	3	1	1
otu6457	4	0	0	0	5	1	0	4	15	0	0	7	0
otu6458	2	0	0	0	1	1	0	3	8	0	1	3	0
otu6459	0	0	1	0	0	0	0	1	4	1	2	3	12
otu6460	2	0	0	0	0	0	4	2	4	0	3	1	0
otu6461	0	0	0	0	0	0	10	3	4	0	0	0	0
otu6462	3	0	3	0	0	0	0	1	0	0	1	15	0
otu6463	0	0	0	0	0	0	11	6	0	0	0	0	0
otu6464	0	0	0	0	1	0	2	4	8	0	0	3	0
otu6465	1	0	0	22	3	5	0	2	1	0	0	4	0
otu6466	1	1	0	1	3	9	0	0	0	0	0	0	0
otu6468	0	0	0	23	0	0	0	0	1	0	0	3	0
otu6469	3	0	0	1	2	3	0	1	8	0	3	4	0
otu6471	0	0	0	27	0	0	0	0	0	3	0	0	0
otu6472	0	0	0	0	0	0	10	4	14	0	0	0	0
otu6473	2	0	1	7	0	7	0	0	0	0	0	2	0
otu6474	0	0	0	0	0	0	6	3	10	0	0	1	0
otu6476	0	0	0	0	0	0	4	4	9	0	0	5	0
otu6477	0	0	0	0	0	0	9	10	0	0	0	1	0
otu6479	0	0	0	6	0	0	0	0	0	0	0	7	1
otu6480	3	0	2	0	3	0	0	8	21	0	2	6	0
otu6481	5	2	2	14	0	0	0	0	0	0	0	0	0
otu6483	0	0	0	0	0	0	17	3	1	0	0	0	0
otu6484	0	0	0	0	0	17	0	0	0	0	0	3	0
otu6485	5	2	0	1	1	3	1	1	1	0	0	4	0
otu6486	3	1	2	5	2	2	0	2	2	0	1	5	0
otu6488	0	0	0	0	0	0	6	9	9	0	0	0	0
otu6489	9	0	1	0	2	2	0	5	7	0	0	13	0
otu6492	0	0	0	1	0	0	15	5	5	0	1	1	0
otu6494	0	0	0	0	0	0	5	3	7	0	0	3	0
otu6495	0	0	0	13	0	0	0	0	0	0	0	0	4
otu6496	3	1	0	0	1	1	2	1	6	0	5	4	0
otu6498	1	0	0	0	1	0	1	2	4	0	1	10	0
otu6501	0	0	0	0	1	0	0	0	13	0	0	5	0
otu6502	0	1	1	1	2	3	9	7	18	0	0	5	0
otu6505	0	0	0	6	0	0	0	0	0	3	1	0	5
otu6507	2	0	4	0	3	2	1	0	3	0	0	3	0
otu6508	2	2	4	11	0	3	0	0	0	0	0	0	0
otu6511	2	3	0	2	0	9	0	0	0	0	0	0	0
otu6512	8	0	2	0	1	1	10	13	14	0	3	4	3
otu6513	0	0	0	0	0	0	3	9	8	0	0	1	0
otu6516	6	0	2	4	0	0	0	0	0	0	0	4	0
otu6517	0	8	0	0	0	8	0	0	0	0	4	0	0
otu6518	3	3	0	1	7	1	0	0	9	0	0	0	0
otu6519	0	5	0	18	2	1	0	0	2	0	1	0	0
otu6523	2	0	0	1	0	5	1	2	5	0	0	4	0
otu6524	3	2	0	4	0	0	0	0	10	0	0	3	0
otu6525	1	0	0	1	0	0	0	6	13	0	0	2	0
otu6527	0	0	0	0	0	0	13	3	0	0	0	0	0
otu6529	1	0	0	0	0	0	8	6	5	0	1	4	0
otu6530	0	0	0	0	0	0	5	0	17	0	0	0	0
otu6531	9	1	4	5	0	1	0	0	0	0	0	0	0
otu6532	7	0	0	0	0	0	0	0	1	0	0	14	0
otu6533	0	0	0	17	0	0	0	0	0	10	0	0	0
otu6534	0	0	0	3	0	0	0	0	0	16	0	0	0
otu6536	1	0	3	3	2	1	0	0	0	0	7	1	2
otu6537	2	3	2	1	1	0	2	3	16	0	6	2	3
otu6540	0	0	0	0	0	0	6	0	10	0	0	0	0
otu6544	0	0	0	0	0	0	6	2	8	0	0	0	0
otu6545	0	0	0	0	0	0	1	21	7	0	0	0	0
otu6547	3	1	0	8	1	3	0	5	7	0	0	7	0
otu6548	3	0	2	0	2	3	0	5	5	0	0	2	0
otu6549	9	2	3	0	0	0	0	0	0	0	0	1	0
otu6550	0	0	0	0	0	0	0	6	9	0	0	0	0
otu6551	0	0	0	0	1	0	7	0	6	0	1	1	0
otu6552	0	0	1	0	1	0	3	5	10	0	0	8	0
otu6553	0	0	0	0	0	0	12	2	3	0	0	0	0
otu6554	1	0	0	0	0	0	10	5	5	0	0	0	0
otu6555	0	0	0	0	1	0	0	0	7	0	3	11	0
otu6556	1	0	7	17	0	0	0	0	0	0	0	7	0
otu6557	0	0	0	0	0	0	8	7	1	0	0	0	0
otu6558	0	0	0	0	2	1	4	12	11	0	3	5	0
otu6560	4	0	0	0	1	1	0	0	4	0	1	5	0
otu6561	1	0	2	1	4	2	3	4	8	0	0	8	0
otu6562	0	0	0	0	2	0	1	1	9	0	0	3	0
otu6565	0	0	0	0	1	0	0	4	10	0	0	2	0
otu6567	4	1	0	29	0	0	0	0	0	0	0	3	1
otu6569	0	0	0	0	0	0	2	6	8	0	0	0	0
otu6572	3	0	1	1	0	1	2	0	14	0	2	0	0
otu6573	4	0	1	7	1	5	0	0	1	0	0	4	0
otu6574	2	0	0	0	0	0	1	1	9	0	3	3	0
otu6575	0	0	0	0	0	0	12	8	3	0	0	1	0
otu6576	1	0	0	1	0	1	4	6	14	0	0	3	0
otu6577	4	0	1	1	0	1	0	2	2	0	1	3	0
otu6578	5	0	0	0	0	14	0	0	0	0	0	0	0
otu6580	3	0	0	0	1	7	0	2	4	0	1	4	0
otu6582	2	0	0	0	0	2	0	3	6	0	0	0	0
otu6583	2	0	0	5	0	0	3	3	2	0	1	9	0
otu6584	0	0	0	0	3	6	0	0	1	0	0	6	0
otu6585	0	0	0	0	0	0	0	0	0	3	0	0	16
otu6586	2	0	3	0	9	6	0	0	6	0	1	6	0
otu6587	1	0	0	0	0	3	0	2	17	0	0	0	0
otu6589	1	0	0	2	1	0	3	20	6	0	4	7	0
otu6590	0	0	0	0	0	1	0	2	18	0	0	3	0
otu6591	2	0	4	0	1	0	0	1	15	0	0	4	0
otu6592	2	0	0	0	0	5	0	1	9	0	0	0	0
otu6594	0	1	0	5	6	0	0	0	0	0	3	0	0
otu6595	8	1	2	0	2	1	3	1	3	0	0	6	0
otu6597	0	0	0	2	0	0	0	1	11	0	1	3	0
otu6599	2	1	4	5	0	0	0	0	0	0	3	1	0
otu6601	3	0	3	2	0	0	0	0	0	0	4	0	2
otu6603	0	0	0	0	0	0	1	11	4	0	1	0	0
otu6604	5	2	2	4	1	0	0	0	0	0	0	0	0
otu6605	0	0	0	0	0	0	12	5	1	0	0	0	0
otu6606	8	0	1	0	0	0	0	0	8	0	0	1	0
otu6607	0	0	4	13	0	0	0	0	0	0	1	0	0
otu6609	0	0	0	0	0	0	2	4	11	0	0	1	0
otu6610	2	3	3	3	0	5	0	0	0	0	1	0	0
otu6612	6	9	0	0	0	4	0	0	0	0	0	0	0
otu6614	0	0	0	8	0	0	0	0	0	8	2	0	1
otu6615	3	0	3	5	2	1	0	0	0	0	0	0	0
otu6616	10	0	0	0	5	8	0	1	4	0	0	0	0
otu6617	0	0	0	7	0	0	0	0	0	1	9	0	1
otu6618	0	0	0	6	0	0	0	0	0	0	1	2	7
otu6620	2	1	2	1	2	6	0	0	0	0	0	3	0
otu6621	1	0	0	2	0	0	5	4	3	0	1	3	0
otu6622	1	0	0	0	2	0	0	0	4	0	1	13	0
otu6624	2	8	0	1	1	3	0	0	2	0	1	0	0
otu6626	0	0	0	0	0	0	0	7	14	0	0	0	0
otu6628	3	1	3	0	0	8	0	0	0	0	0	1	0
otu6629	0	0	0	0	0	0	5	16	0	0	0	4	0
otu6630	5	0	0	2	0	6	0	0	0	0	0	2	0
otu6632	0	0	0	0	2	1	0	6	10	0	0	1	0
otu6633	0	0	0	12	0	0	0	0	0	0	3	0	1
otu6634	1	0	2	8	0	5	0	0	0	0	1	5	0
otu6638	4	0	3	1	0	0	0	0	4	0	3	6	0
otu6639	0	0	2	6	1	3	0	1	2	0	0	4	0
otu6640	4	0	0	0	0	0	1	6	1	0	0	3	0
otu6641	0	0	0	0	0	0	1	2	8	0	0	4	0
otu6642	3	0	0	0	1	12	0	0	0	0	0	0	0
otu6643	0	0	0	6	17	4	0	0	0	0	0	4	0
otu6645	3	2	0	2	2	1	0	1	0	0	0	4	1
otu6646	2	0	0	0	0	1	3	0	1	0	7	2	0
otu6647	0	0	12	1	0	5	0	0	0	0	2	4	2
otu6648	0	0	0	0	0	1	1	4	4	0	0	8	0
otu6649	0	0	0	0	0	0	0	3	15	0	0	0	0
otu6650	4	0	0	1	1	0	2	2	5	0	0	4	0
otu6652	1	0	0	0	9	3	0	0	1	0	0	0	0
otu6653	2	1	1	5	0	0	0	0	0	0	2	0	6
otu6656	2	0	0	5	4	0	0	0	1	0	0	15	0
otu6657	0	0	0	0	0	1	12	5	8	0	0	4	0
otu6658	9	0	1	0	3	3	1	2	8	0	1	4	0
otu6659	3	0	0	0	6	2	0	0	0	0	0	3	0
otu6660	1	0	0	20	1	1	0	0	12	0	0	0	0
otu6661	4	3	1	1	0	1	0	0	4	0	0	5	0
otu6662	0	0	2	3	4	11	0	0	0	0	0	3	0
otu6663	13	0	4	0	0	0	0	0	0	0	0	0	0
otu6665	5	0	1	0	0	1	0	2	4	0	0	4	0
otu6666	1	0	0	0	0	2	0	1	3	0	2	4	0
otu6667	10	0	3	0	0	4	0	0	0	0	0	0	0
otu6668	6	0	1	0	2	4	0	0	5	0	0	0	0
otu6669	0	0	0	0	0	0	2	0	0	0	3	8	0
otu6670	3	0	0	0	1	1	0	1	0	0	5	11	0
otu6671	0	0	0	0	1	0	14	12	3	0	0	1	0
otu6672	9	0	0	0	0	3	5	0	0	0	1	0	0
otu6673	0	0	0	4	0	0	0	0	0	6	10	1	2
otu6674	8	1	0	2	2	3	1	5	9	0	0	10	0
otu6675	0	0	0	0	0	1	17	6	15	0	3	1	0
otu6676	0	0	0	0	0	0	0	0	5	0	0	10	0
otu6677	0	0	0	0	1	0	1	13	16	0	0	8	0
otu6678	7	0	1	1	0	3	1	1	3	0	1	1	0
otu6679	0	0	9	0	0	8	0	0	0	0	0	0	0
otu6682	3	0	0	12	0	0	0	0	0	0	0	1	0
otu6684	3	1	0	0	4	4	0	0	0	0	0	8	0
otu6686	7	0	4	0	1	3	0	0	0	0	0	4	0
otu6688	8	0	0	0	0	0	3	1	34	0	0	1	0
otu6689	1	0	0	0	0	0	5	0	15	0	0	0	0
otu6690	2	1	0	0	0	0	1	3	10	0	1	1	0
otu6691	2	0	0	0	1	3	0	1	9	0	0	2	0
otu6692	2	0	0	4	2	3	0	1	3	0	1	3	0
otu6693	3	0	0	0	0	5	0	0	5	0	0	3	0
otu6694	4	0	0	0	3	0	0	2	4	0	0	10	0
otu6695	3	0	1	0	2	0	0	0	0	0	2	10	0
otu6697	1	0	1	0	0	0	5	0	1	0	0	15	0
otu6698	3	0	0	0	3	8	0	0	0	0	0	1	0
otu6699	4	0	1	0	2	3	0	10	56	0	0	14	0
otu6702	2	0	0	0	0	0	6	3	3	0	0	0	0
otu6704	0	0	0	0	0	0	0	20	24	0	0	0	0
otu6705	5	2	0	0	5	3	9	10	4	0	0	3	1
otu6706	2	0	0	0	0	0	1	4	7	0	1	3	0
otu6707	3	0	0	0	2	2	0	0	0	0	0	11	0
otu6708	0	0	0	0	0	0	1	6	7	0	0	0	0
otu6709	0	0	0	0	1	1	0	8	14	0	0	3	0
otu6712	6	0	0	9	0	0	0	0	0	0	1	1	0
otu6715	6	2	0	1	0	0	0	0	8	0	0	2	0
otu6717	0	0	0	0	1	1	5	7	7	0	0	0	0
otu6718	3	0	0	1	1	0	4	1	3	0	1	1	0
otu6719	0	0	0	8	0	0	0	0	0	9	0	0	0
otu6720	1	0	0	0	0	0	7	9	12	0	0	7	0
otu6723	0	0	0	0	1	0	7	4	3	0	0	1	0
otu6724	1	0	2	0	1	3	1	6	12	0	2	3	0
otu6725	2	1	0	2	3	1	2	0	0	0	1	6	0
otu6727	3	0	3	3	1	2	0	3	8	0	0	2	0
otu6730	0	0	0	0	0	0	9	4	2	0	0	0	0
otu6731	3	0	2	6	0	3	0	0	0	0	1	1	0
otu6732	1	0	1	13	0	0	0	0	0	0	3	0	0
otu6734	0	0	0	0	3	2	0	1	0	0	0	12	0
otu6735	0	0	0	0	0	0	10	4	3	0	0	0	0
otu6739	0	0	0	0	0	0	21	8	4	0	0	0	0
otu6743	0	0	0	0	0	0	8	3	8	0	0	3	0
otu6745	0	11	0	4	1	8	0	0	0	0	5	0	0
otu6747	1	0	0	2	5	7	0	0	0	0	0	0	0
otu6752	0	0	0	3	0	0	0	2	1	0	2	0	18
otu6753	4	0	1	0	2	3	0	0	0	0	0	11	0
otu6754	0	0	0	0	0	0	6	5	4	0	0	2	1
otu6756	0	0	0	0	0	0	5	8	3	0	0	0	0
otu6759	2	1	1	4	0	0	0	0	0	0	0	6	1
otu6760	2	0	0	0	0	0	9	1	3	0	0	5	0
otu6761	1	1	0	0	0	7	0	1	5	0	0	0	0
otu6763	1	0	0	0	0	0	0	8	4	0	0	17	0
otu6764	0	0	0	0	2	0	15	7	7	0	0	0	0
otu6766	4	0	0	0	0	10	0	0	0	0	1	3	0
otu6768	12	0	0	0	0	3	1	5	10	0	8	10	0
otu6769	0	4	0	3	1	9	0	0	0	0	0	0	0
otu6770	3	0	0	0	0	0	5	2	10	0	0	0	0
otu6771	0	0	0	0	1	0	0	3	17	0	0	3	0
otu6772	0	7	7	0	0	4	0	0	0	0	0	0	0
otu6773	1	0	0	0	0	0	18	9	4	0	0	2	0
otu6774	4	17	4	0	0	7	0	1	8	0	0	0	0
otu6778	5	0	0	0	0	2	0	2	20	0	0	1	0
otu6782	5	6	0	17	0	7	0	0	0	10	1	2	0
otu6785	15	3	0	1	0	0	0	0	0	0	0	0	0
otu6787	1	0	0	0	0	0	8	4	4	0	0	0	0
otu6790	5	0	1	3	0	7	0	0	0	0	0	0	0
otu6791	3	0	0	0	0	0	0	2	1	2	5	5	0
otu6792	0	0	0	0	2	0	0	1	5	0	0	8	0
otu6793	3	0	0	0	0	0	3	3	10	0	1	2	0
otu6794	0	0	0	3	0	0	0	0	0	2	3	0	9
otu6796	1	0	0	8	0	0	0	0	0	0	0	0	15
otu6797	1	4	1	20	0	6	0	0	6	0	0	4	2
otu6798	3	0	0	12	1	2	0	0	0	0	0	0	0
otu6800	0	0	0	0	0	0	9	1	5	0	1	0	0
otu6801	1	0	0	6	19	0	0	0	0	0	0	10	0
otu6802	0	0	0	7	0	0	0	0	0	8	0	0	5
otu6804	0	0	0	0	0	1	4	1	27	0	0	0	0
otu6805	0	0	0	0	0	0	0	0	0	12	3	0	2
otu6806	2	0	0	0	0	0	1	2	9	0	0	3	1
otu6808	0	0	0	0	0	0	3	10	17	0	0	0	0
otu6809	4	0	4	3	0	0	5	6	26	0	0	2	0
otu6810	0	0	0	0	0	2	6	3	4	0	0	0	0
otu6811	0	0	0	0	0	0	11	6	4	0	0	0	0
otu6812	1	0	0	1	3	13	0	0	0	0	0	0	0
otu6813	0	0	0	0	0	0	0	12	4	0	0	0	0
otu6815	2	0	0	22	3	1	0	0	0	0	0	4	0
otu6816	0	0	1	11	0	0	0	0	0	0	0	0	6
otu6817	2	0	0	0	3	5	0	1	1	0	0	4	0
otu6820	2	0	0	4	0	1	0	0	0	6	7	0	2
otu6823	1	0	0	0	2	1	1	3	7	0	0	4	0
otu6824	1	0	2	8	0	7	0	0	0	0	0	0	0
otu6826	0	0	0	9	0	0	0	0	0	9	1	0	0
otu6827	5	0	1	0	2	5	0	0	0	0	0	10	0
otu6828	0	0	0	0	0	1	1	2	7	0	1	4	0
otu6830	1	13	0	2	0	6	0	0	0	0	0	0	0
otu6831	0	0	0	1	6	4	0	0	0	0	1	9	0
otu6832	3	0	0	0	0	1	0	4	0	0	0	13	0
otu6833	0	0	0	4	0	0	0	0	0	0	0	0	12
otu6834	1	0	1	1	0	1	0	3	7	0	0	7	0
otu6835	0	0	0	7	0	0	0	1	6	0	0	1	0
otu6836	1	0	4	0	0	0	0	0	0	0	0	1	7
otu6837	0	0	0	0	0	0	2	5	22	0	0	6	0
otu6838	0	0	2	11	0	1	0	0	0	0	1	2	4
otu6840	8	0	0	0	0	0	1	2	4	0	1	5	0
otu6841	2	3	0	10	1	0	0	0	0	0	0	1	0
otu6842	0	0	0	0	0	0	5	6	6	0	0	0	0
otu6843	7	0	0	2	0	6	0	0	2	0	0	0	0
otu6844	2	0	0	0	0	0	3	1	2	0	0	4	9
otu6845	6	0	0	0	2	1	1	1	6	0	4	3	0
otu6846	0	0	0	9	4	0	0	0	0	1	0	1	0
otu6848	5	0	0	0	0	1	1	6	0	0	0	7	0
otu6849	0	0	0	0	0	0	5	4	7	0	0	0	0
otu6850	0	0	0	0	0	1	2	7	10	0	0	0	0
otu6851	5	0	0	0	2	0	0	0	9	0	0	11	0
otu6852	1	0	1	0	1	7	0	0	0	0	0	3	0
otu6853	1	0	0	6	4	4	0	0	0	0	0	3	0
otu6854	0	0	0	14	0	0	0	0	0	0	1	0	3
otu6855	0	0	0	0	7	3	0	0	0	0	2	6	0
otu6856	10	1	0	0	1	5	0	0	0	0	0	0	0
otu6857	3	1	7	0	2	5	0	5	11	0	3	11	0
otu6858	0	0	0	0	0	0	3	9	4	0	0	0	0
otu6860	5	0	1	0	2	2	2	4	2	0	2	1	0
otu6861	6	0	0	2	1	3	0	0	2	0	0	0	0
otu6862	1	0	3	0	1	2	0	3	5	0	0	3	0
otu6863	13	0	0	0	0	0	0	0	4	0	0	1	0
otu6864	7	1	1	10	0	1	0	0	0	0	0	0	0
otu6865	5	5	0	2	0	3	0	0	0	0	0	0	0
otu6866	0	1	0	5	2	2	0	0	0	0	5	1	0
otu6868	4	0	1	0	1	1	10	2	4	0	1	5	0
otu6870	4	8	3	1	0	0	0	0	0	0	1	1	2
otu6872	2	0	0	3	3	1	8	4	15	0	2	7	0
otu6873	1	0	3	6	2	4	0	0	0	0	0	1	0
otu6875	3	0	0	0	2	1	0	5	3	0	2	6	0
otu6876	1	4	0	0	0	2	0	2	9	0	0	0	0
otu6877	2	0	5	10	0	0	0	0	0	0	1	0	0
otu6878	3	0	1	0	0	0	8	13	10	0	0	5	0
otu6879	0	0	0	0	9	3	0	0	4	0	0	4	0
otu6880	0	0	0	0	1	0	5	4	6	0	0	1	0
otu6881	7	3	4	0	0	2	0	0	0	0	0	2	0
otu6882	0	0	0	0	8	0	0	0	0	0	1	6	0
otu6885	1	1	2	14	3	2	0	6	6	0	0	5	0
otu6887	0	0	0	1	0	3	0	0	0	0	1	8	0
otu6888	2	1	5	2	0	0	11	5	6	0	4	2	3
otu6889	0	0	6	8	0	0	0	0	0	0	4	3	1
otu6890	4	0	0	0	8	0	0	0	0	0	0	4	0
otu6891	6	0	1	0	3	0	0	2	3	0	0	3	0
otu6892	0	0	0	0	0	0	0	11	7	0	0	0	0
otu6894	11	0	0	0	1	1	3	1	0	0	3	3	1
otu6895	4	0	0	0	0	17	0	1	6	0	0	0	0
otu6896	0	1	0	3	0	7	1	0	1	0	0	2	0
otu6897	3	2	0	2	1	9	0	0	0	0	0	0	0
otu6899	4	0	1	0	4	4	3	0	4	0	2	2	0
otu6904	0	0	0	0	0	0	11	5	2	0	0	2	0
otu6905	0	0	1	0	0	0	0	5	17	0	1	0	0
otu6906	8	0	0	0	0	0	0	0	13	0	2	0	0
otu6907	3	0	3	0	2	5	0	2	9	0	3	5	0
otu6908	1	0	0	9	0	0	0	0	0	0	0	0	3
otu6909	5	0	0	0	0	1	1	1	0	0	2	7	0
otu6911	0	0	0	0	0	11	0	1	6	0	0	0	0
otu6912	0	0	1	0	0	0	6	9	4	0	0	1	0
otu6913	5	0	2	0	4	5	1	1	10	0	0	8	0
otu6914	0	0	0	0	0	0	1	7	7	0	0	0	0
otu6915	0	0	0	0	0	0	2	5	11	0	0	2	0
otu6917	0	0	0	0	15	0	0	0	0	0	0	4	0
otu6918	9	1	0	0	0	10	0	0	0	0	0	0	0
otu6919	1	0	0	0	0	1	10	0	5	0	0	0	0
otu6920	3	1	0	0	0	1	1	0	1	1	6	4	0
otu6921	3	0	0	0	0	0	0	3	5	0	0	4	0
otu6922	11	0	0	0	3	0	0	0	0	0	0	1	0
otu6924	1	0	0	0	1	13	0	0	2	0	0	6	1
otu6925	2	0	0	0	0	1	9	2	6	0	0	3	0
otu6927	11	0	2	3	0	0	0	0	0	0	3	0	0
otu6928	6	1	0	2	1	7	0	0	0	0	0	0	0
otu6929	0	0	0	0	0	0	0	11	3	0	0	0	0
otu6930	3	1	3	2	3	5	0	2	2	0	0	4	0
otu6931	2	0	0	0	10	2	0	6	6	0	0	1	0
otu6932	0	0	0	0	0	0	13	7	3	0	0	0	0
otu6933	11	0	0	0	0	5	0	2	3	0	0	1	0
otu6934	2	2	3	3	0	1	0	0	7	0	0	0	0
otu6935	2	0	1	6	1	0	0	0	0	0	0	8	0
otu6936	2	7	0	5	1	0	0	0	0	1	2	0	0
otu6937	9	0	7	9	0	0	0	0	0	0	0	0	15
otu6938	2	2	1	7	0	5	0	0	4	0	0	0	0
otu6939	2	0	1	0	0	1	1	8	4	0	1	10	0
otu6940	0	0	0	0	0	0	3	8	8	0	0	0	0
otu6943	0	0	0	5	0	0	0	0	0	10	0	0	0
otu6944	0	0	6	1	0	1	0	1	2	0	0	7	0
otu6945	8	1	5	16	0	0	0	1	0	0	2	0	2
otu6946	1	7	0	0	0	5	0	0	0	0	0	0	4
otu6948	1	0	1	0	1	1	0	0	3	1	3	6	0
otu6950	11	0	1	0	2	4	0	0	0	0	0	3	0
otu6951	4	8	3	1	0	6	3	4	5	0	4	6	0
otu6954	0	0	0	0	1	0	20	3	1	0	0	7	0
otu6955	2	0	1	5	0	0	0	0	0	0	4	0	2
otu6956	0	0	1	5	0	0	0	1	2	0	2	0	4
otu6957	0	0	0	0	0	0	7	7	0	0	0	0	0
otu6959	0	0	0	7	0	6	0	0	0	0	2	0	0
