accnos	align	path
otu1288	75745494e623021da5ba645017ed71c9abbe8a72_89	99.2511139	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu1289	913660bffa4cf2489e9261ebeb5908422b4a0941_93	98.265686	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum;
otu1290	b6335bc939b3837eaa1aff5b68ba1f9a2ef2b93c_120	99.199585	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu1291	b6cfcfa24a4a59c14e9135aaa106cc23b1147372_92	99.2777023	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu1293	bcf3eae35eea5507832fce12f846a43176fc022d_95	97.6651154	Bacteria;Planctomycetes;vadinHA49;
otu1294	ca8b2fecd7c7cb7c3b0f49d8539edae33a834ad0_97	99.5957336	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured;
otu1295	d3cec4562004f807d3553a6e6492709f17009c6f_99	99.1655731	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1296	e887bae5ba33f808421bd7e56eeb13113294072a_175	99.6095657	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1298	f10c20281b98a29bfdcd1fe27be64f7f2ac0b8bb_92	99.101326	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu1299	087364e980919345a7934fb63c94103a834ca5d1_159	99.5969925	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu1300	1b0471d151b0b64863b2bc57141afa1228387291_141	98.2401657	Bacteria;Acidobacteria;Acidobacteria;Subgroup 21;
otu1301	2e4af3fd1990e59aa80b8e43a3ab220be8bbdf52_93	99.4099121	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu1302	38252fce5b214eabf0bf033a0eeaed333cd71b41_89	99.1082535	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;
otu1303	3f0a5450ba2108f691eb65e4624d309d2d5ad9e7_83	98.0848236	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;
otu1304	56c7219edce9e5ae0af38a7d5082623f2d7236cf_119	99.5894547	Bacteria;Acidobacteria;Acidobacteria;Subgroup 18;
otu1305	5fafd2a0fc978bbfb90779dc2282f1501c3146af_169	99.5977173	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
otu1306	60a83fec8ead9b2d5cee4103b7e6251cb8a87d67_169	99.586525	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;
otu1308	749e461b8939566a30dd0a98bba79c7edc204f8d_88	98.8065796	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1309	74fba375048bc5179b570123d6f7ebe26cf3c7c2_79	99.5802994	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Thiobios;
otu1310	826c743574b1ba4a597004824baa9ef63605f7f0_194	99.681015	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;
otu1311	82c7f1c0591a77f3cc1612c489cfe6ec1b840960_137	99.5789719	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu1313	9310fdf217b9fba6fb2ca99670db00aaadb309fa_95	99.2915955	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
otu1314	a51ccf36dec97b9433173aa8267e3192b2845d85_95	99.3206711	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;
otu1316	aa1ee20356fb1c04d2e5f80ce9c857e4ce66caf5_282	99.5852051	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;
otu1317	af16530848e812f092b61de83ea6da78ccbf50bd_79	95.5024872	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1318	d1dbf28625b20d02f04403061294d509b5d35835_93	100	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;
otu1320	d8cd3f439cba966c754b713a0e424a07b7b58f13_96	99.6035995	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1321	093eb4ce48b5b86f5bdb3acbf24a2cbec1a5a0ad_100	99.3618698	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;
otu1323	3b91decf7b1506b9778e6ae697b40f856816bc75_91	98.4417343	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu1324	3f884ff59d55a042e0f6246e3132cd6abfb83b28_89	98.6162186	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius;
otu1325	4013b115c4e0303cc3c2ed2daac06434219c7620_93	99.6017761	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1326	49ea6732f6e07584a7c565dc0602166e5a172fc6_85	99.5705872	Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Blastocatella;
otu1327	61e789dd906d291685c3636845de5a2d8a024674_116	99.0302429	Bacteria;Acidobacteria;Holophagae;Subgroup 10;CA002;
otu1328	97fdcfe5ae28483775096e43dddb5e7edd69c4ef_87	99.5769653	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu1329	9c86b2113a5f691913e9669a43446673f9ff3168_149	99.5840836	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu1330	b0b4d8df77763e281a0ad823f6f258df245493de_96	98.1360321	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;
otu1331	c47266d5b6445346659dd5346521fbe6541e64e8_133	98.6693192	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;uncultured;
otu1332	d1a63ec7057101676a8ae6d9e12eb8af65ccc80b_87	99.2947083	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu1333	d26b83c7fcccb01df991e43303bd2d2feb391bc8_131	97.8396454	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu1334	e343ddcbff5776fbbf7be7e854b70620328cb4fa_92	98.6863251	Bacteria;Candidate division WS3;
otu1335	f31da826ed5fa93e5db0a80303da858162908568_131	99.1362228	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;
otu1337	0c5ad77e5a8b8fc5eee234cd36bf8140bc30aa69_89	99.4246216	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu1338	26af3daf985aadae0fedaedb4b9d37999c1fccee_96	99.3144302	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
otu1340	49b499600dc65acd978f56b3ccd21cb914eb1d0b_80	99.1021194	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu1341	6ff1084ec2a3125510c5a7a99e3af3a298b15d7c_92	99.593132	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu1344	8e826ba4fa69aa2e34aaff201bdac92ee8cc9d4d_100	99.2278748	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidiferrobacter;
otu1345	8f2d84789e19f42925c2acb0d7aadd81cbd451cb_111	98.0974808	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;
otu1346	90aef9332dea27d1ced49c53a14dd76606fb1db6_83	99.5899658	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;
otu1347	97c5eb6d942796a9f23ac284e5c7b049666b9182_94	99.4224548	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1348	9ac6c40ac801c21c19498d5b821a4507b0a7051d_85	99.5695877	Bacteria;Planctomycetes;Pla3 lineage;
otu1349	a30545a94d50d5725e5274bc51afd56be28cee21_89	98.6475983	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
otu1350	b61ebd37055514749b786e7cc611b60465a12c0f_85	99.6060181	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1351	c8c88a001363b9ccb3b27d236972f9b66469bae5_165	99.586319	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;
otu1352	ed3e6ddb4edbc476d4d009ee963d06d810c044b3_92	99.3386002	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu1353	f2eb9f7830524dc7e01d367678d17d9e9ce083e1_85	99.5977554	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;
otu1354	fac91900bd3bb50872560ebb3398367fe75084af_143	99.5922546	Bacteria;Bacteroidetes;BD2-2;
otu1355	ff2069b6edf24f4263740d252c4db28ea01692c0_147	97.7455444	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);
otu1356	0e504daa1c44188f5fc5b9a45e7663c94d74a9b9_103	97.8840332	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu1357	44c727b9cd14c759844523e2506576ae4a1b70b2_90	99.0902863	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;
otu1358	6a462673b24f534d9e5ffbeb6725fc83766a61f6_88	99.606636	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1359	8dcf833bb0a95addd460f160ba1c177dcf740530_207	99.1087646	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu1360	a90c40d0eba3f1310a775191761a2ca0f5bb937c_101	99.1396027	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu1361	b772345f875776a9cfbc3eac535cc0e884fc883f_91	99.5761719	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola;
otu1362	df85113cf44d358130c0e79b37e75e2ee23c31d0_89	95.7582779	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;
otu1363	e433cbeec34184b148da3480e3a4fbfc5f6578b0_101	98.0207291	Bacteria;Proteobacteria;Gammaproteobacteria;
otu1364	e5a71ff50631375dafe80974cd9f362ccb38efdc_100	99.5786667	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;
otu1365	fcfaa75301f077f33f8a625e3172a88245eb0843_132	99.5950546	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu1366	04f02ae1894823ec70fb062c08020a2909a58703_202	99.6029739	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu1367	16a9343c45cdbd8e06ad1045a3ee07ac4152dc0b_89	99.396637	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
otu1368	4569806a48cfe44286c389f2f4df58acc98c1c2d_107	99.3771667	Bacteria;Bacteroidetes;BD2-2;
otu1370	52d65a61afb772b0a90c2ec55e7f6618d31fa27b_78	98.9931488	Bacteria;Planctomycetes;Pla4 lineage;
otu1371	53adcb41f1211e4a16beb7f45423cda8cc92cc30_80	98.6384048	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Thiohalophilus;
otu1372	66c47b5cf4115514b025fb69a2f4cc0e1e862f26_93	99.2172623	Bacteria;Candidate division WS3;
otu1373	6c792bb2322e4f0181daf66275ef32da90e16bad_118	100	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;
otu1374	7abc17a5ed073e17b2195dbb32acdeb9cec5c4f1_76	98.9161835	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
otu1375	c984d9039bc3a1d8a73fdd300d6c73a4b44a938c_89	98.4536438	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;
otu1377	eec0686dfe06b230a37da701b67e2617f0f6b082_87	99.0430374	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;
otu1378	f6ce6ebbbec8584daddeec2ca250a3098ce41589_100	99.5689087	Bacteria;Chloroflexi;KD4-96;
otu1379	001b8e9b95d5cfa3af87975e38877b079ed639c8_202	98.6412582	Bacteria;Proteobacteria;pItb-vmat-80;
otu1380	0c7cf0342d6b0af218d5fc5b4240f577a591db01_141	99.088974	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu1381	0e13d0c004901b3b9d39c21175fdff26be76c426_118	99.0476227	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu1383	14c29ad861714e5da5591727bcbb3fbdc7adbf77_74	99.0398865	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Portibacter;
otu1384	246b2497624aa811f5a4695314c72894b797fd94_92	99.5908432	Bacteria;Acidobacteria;Holophagae;Subgroup 10;CA002;
otu1385	2ded68133415a5bc66b3ea431a57401f397d8c94_89	98.2001038	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu1386	4010f49e5580e2c774b682bd907e88a4f36d0cb0_80	99.0813522	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu1387	567618478bda458b396a509dd1a0d72c47a6543a_102	98.0302734	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;uncultured;
otu1389	95f375db788278905603a63089e15a8be5680fd3_130	99.58535	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu1391	9c16cb74beb75f12232908141d0922717def638b_85	99.1223831	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu1392	a6def374d5d1b80935fcc2f594807e57cab70d80_86	96.6708527	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu1393	a79c271ea91b50cff17353743ebbea23b18e3468_73	99.2967682	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f marine benthic group;
otu1394	b4c54f48d0cc68cacb43fed80699fd740fb5bb07_77	99.2940445	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu1395	bbc84c8fdceeecbb772e9395048dbbda41df712c_133	99.5764313	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu1396	cebf6d03314ccba62299796f0f8efda9f463fb45_264	99.6024551	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;
otu1397	d05acb5018be4b408218817bc756d6b62cabfd6e_132	98.1587982	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma;
otu1398	d514b223f90d9ceae398b536aeac17a87532a793_87	99.5857468	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1399	d61c3173df0f2753812373c2457d51987a53b1f4_89	99.6036224	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1400	eb1d829e2e6c42051dc5b9d0ecd707c9fa075632_198	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu1401	f75f0e44b5e0b4296794a5814da6a11ea5a13349_79	99.2033615	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;
otu1402	01eee092e1b0267501fa751ec7b439965041ed97_78	99.5839767	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
otu1403	0709f02f34e80d6d976d1b14835f6bf314564f80_99	97.5015106	Bacteria;Candidate division TM7;
otu1404	09378aad5ee4b79cc007239cf6ef6b7c353344a6_82	99.5997543	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1405	1049e12e57a0adf23598407db73f371d44ad9142_126	99.4140396	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1406	15e6310dc163f96cf4cf3863b77ab8d7d77d3373_78	99.033989	Bacteria;Candidate division WS3;
otu1407	21190753bf89d89a70b6ebccf4800163116e1cd2_150	99.1719208	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu1410	336fbd944369c016f4caef3aa037f8d4578a9e66_74	98.8255081	Bacteria;Candidate division WS3;
otu1411	38864a0fe7e979df6bafc9c5ede7dd4353ed33d6_195	99.5997772	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;
otu1412	3908fdd7bde72b012dc2316fc18f47c30b03e014_77	99.3774719	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
otu1414	60ae938e625f1853f584ff695da8f5ba3f71c771_106	99.3708954	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu1415	62deee3303a95aa766534ee4571c7b8c77a9de54_79	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;
otu1416	72a0a4ae026076247769c8de3a59b7461278cb10_113	99.6046906	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1417	87f1717f3a6fb47df7c34c0ff264e30e604b02d9_94	99.5965424	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;
otu1418	9195e9f51411be3a1107f1b835bd6f9e62e69928_105	99.1596146	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu1419	964b19763db684c79995ba88d8be8a60fd69f67e_102	99.5725327	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;
otu1421	9afb3b97696fc138d1311dbaba3346c02e3cf52d_73	96.167778	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;marine group;
otu1422	9d3e13ed7c27af5459ed07bb562ce92c12cf21a9_83	99.5909576	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1423	a46b65a3dfa80058de61fa602ca8741b42302755_148	99.5741882	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
otu1424	a5c32f464134232ad426d0d3bfae927676fae5a3_80	99.6053848	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1425	b8550ecc97b08552c466097baf19f4584764a7b2_89	99.6010208	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu1426	baa17b62f5a66c483169c45df6dfc21c314a7ec8_89	99.3432999	Bacteria;Planctomycetes;Phycisphaerae;CCM11a;
otu1427	bda223e32a17fe85acb89bc6a14481b15c947d6c_76	97.9479218	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu1428	c10151579cbf2abe8d407548b9d49fc7e7ed20b2_83	98.6794205	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu1429	c96100f3a5283472ac1213f574f4de5f46834ac0_72	99.2042923	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu1430	cbbd0bbdaea159a6991cb41d9dbd172a0c3421e0_80	95.099762	Bacteria;Candidate division OD1;
otu1431	ebc15cc50485e85c6fa8d490246eb6fa26f0d003_83	98.9230728	Bacteria;Lentisphaerae;R76-B128;
otu1432	edc3dcfc320c57487828297668f82d3aaf14c29d_89	99.1420593	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu1433	f23d7008a9f46d53e9c387cbd0527372c799ab02_307	99.5847015	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1434	13b7e014947257f025679a017135ad84a30b8c04_125	98.6323929	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu1435	2e4c7ba3f7f7d52237b2bdfc90dc0ccebac35786_90	99.5804291	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu1436	35589ebd623ce1127c2db60f4611bebb2e720b00_78	99.0785294	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu1437	3a93e774830402acf248a5867c249870b26d1b51_82	99.2164307	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts;
otu1439	46b01b70669186f2d5b72f9b91b488b84dbe11cd_72	99.5671005	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu1441	5f2bf9e2416de8a209993eb188a9f5c1baafd7b0_80	99.5690918	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;
otu1444	78bc7d4ff96fdb8318a3dedb25c385bd7cd4cd21_117	99.5978165	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
otu1445	85a96fbf53b4c65f0a00fc6be66a75fa4b16333a_79	98.1905136	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu1446	8ca5b2d182cbb2cc5e7ad39f041a484fbc827dc2_66	98.5723267	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;
otu1447	8f177182f6c895fe5b18ed887463d6b76d4e07b0_100	98.5418015	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu1448	940a4fe184a067005ee6e36d08c14da038638d4a_79	99.591217	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;
otu1449	96039d41da71e693a6c5622e284e017e00aca613_83	99.5732498	Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Blastocatella;
otu1450	99c09eab90df3ce67b9611e8481806f928137062_77	99.0910034	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;
otu1451	9fe13507b1006ca8486de7b47384624b6bed5d4e_83	95.9483185	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
otu1452	ad7158b4e8e20752701cbfb655e65422407201b5_73	99.5839081	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu1453	fcecca4153396c692fadef96ca43f863c567aece_85	98.0026627	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu1454	0563e5711da82f3ba1e186524b2aebe5e2ccc2a1_90	99.5702667	Bacteria;Candidate division WS3;
otu1455	0cdc77f9746e00c231b44e9a728225397016c78f_91	94.2637482	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;
otu1456	18554ca03137f3ccaf4130ce0244639d34cd4e74_86	99.3910522	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;
otu1458	212e43e2a5f2ac75c22673d756cf1c084f998feb_79	98.8856964	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu1459	4ac8fc8f884408a6b4fadb64c10ef7f025c5ba4c_85	94.1280518	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1460	58800142ba7339708752aa8d985be4dce79792c6_84	99.5870819	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu1461	68f0d779c5e97b5e8e744bde852844de8bf772a8_73	99.5792542	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
otu1462	833cf4f49475dce59be8afd2bc39797afb0cc167_83	99.1449585	Bacteria;Bacteroidetes;BD2-2;
otu1463	8911873bd42907bbf7aabefb7dab1b9bad83099b_85	99.121109	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;BD2-7;
otu1464	94588b6f9ce0dced447b507f030844a9f3bbe733_84	97.4693985	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu1465	96e491aa865d49ae7f24075bcf43011436414ec1_96	99.5771561	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu1467	b5208b1b80bb9357985d7c25f70856e78f0584da_88	100	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;
otu1468	b8c20e37e26f657a49aaf0d884c33739dffb3f4b_78	99.3785248	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu1469	c66ccc7ba4c0a3089374fa5040f840ce9fad213c_92	97.5384979	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;
otu1470	d65def07a32b6c74526079335398fe0ee19e4d88_75	99.5996323	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu1471	dffdd5e58b0ae1a9d03e01d6565d6b3831a75ba2_86	98.3068542	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
