accnos	align	path
otu6727	51d4271c7d355e9b8a6c27cbc52984dee620455f_25	98.4676132	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
otu6730	54e31d5a6d871737f798b99049c8fab8db1f1496_15	97.907196	Bacteria;Planctomycetes;vadinHA49;
otu6731	54f74b7aae63cd4eb4936cb62661fefde2f8e4fd_16	98.9457397	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma;
otu6732	5546e0c092a53097ec7ea5d202f86aface068f56_18	99.58815	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;uncultured;
otu6734	55e20b1734f00fddc0d290f4e0cc9192c4fa5a4a_18	98.1532593	Bacteria;Candidate division TM7;
otu6735	563fb7cabf4ac5ff0d2ecacb0df52089c7ecc081_17	99.5595245	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;
otu6739	57cf6bced5613e8781ec494a22c83f4b2baaffa3_33	99.5922546	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu6743	5968994006b2af619f24a0c3e5c079a6828f1c61_22	99.3891144	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6745	5a40e6105bff557d1c5b1d395620e2ec047f6a85_29	99.0011063	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts;
otu6747	5cb9df138aa748254ca1de8ea4a406ec7c3ff0db_15	98.5827408	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu6752	5e9f062c891250023388e7a64ae79466c9dbe246_26	99.5953979	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6753	5edf9f682294270f265f30790d7a04cb7974f7a8_21	99.0258484	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6754	5f610f512944477cd750dd2314125ba4eac6604f_18	97.1584244	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu6756	607c4eb3c9f6c36c94604ba8bc251a25bdc8d6d1_16	95.3799744	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
otu6759	619b811eaa89b16834f6e28f5cb6bedd83a0816b_15	99.5758667	Bacteria;Planctomycetes;OM190;
otu6760	62490400cf7b7acef8858a78f8e8c017c72db568_20	98.569664	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;
otu6761	62a3e8d32d01535be703d6cf604e05a0d21b4faa_15	99.0905762	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6763	63740ec09ef29f5f0bb6bfe46584c477a856d559_30	99.380127	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f marine benthic group;
otu6764	638e0693bc6572df3d55309a3e11908208075f67_31	98.6540833	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
otu6766	66969acbf795ac62fd28ec036fadff9736173460_18	98.404953	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu6768	67f2b37fa3ca3ffca70af8674662975383a02261_49	99.5980682	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu6769	688028bb27b718f2e35662a8c3f11cb615c0d00c_17	99.1751099	Bacteria;Lentisphaerae;
otu6770	69727ef9253e46f8439fdff34d7ae44fd364b93c_20	99.1284943	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu6771	69800ff2ce0dfc32c628dd337ce032b95a46dca8_24	98.8962784	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu6772	6a63c6d86f6ab4e4d0e31d1159ce8c74c9ca5e1b_18	99.0874329	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu6773	6a9bc897883b1196074de5130a14dc508a0d21d9_34	99.5785751	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu6774	6b00b71fdb7f7dd30c492386fcbb7b1c10264832_41	99.5688095	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;
otu6778	6c1f754c349423456727f0be82945f8198914bb9_30	99.5838165	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu6782	6f114b1f231f961e16af2ca50791514bc094c2a5_48	98.7501297	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
otu6785	70d2247a58f74d2bb22057193e42d653835a8334_19	99.1093597	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu6787	720130c4a1fc72b148f668eeb0665533bfba8ee7_17	99.5757751	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;
otu6790	7347e3bb647faea90f622ed44d61b882c6a18037_16	93.508728	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu6791	7461dbfd3f0b491c3daee20c1879a504eb40a755_18	99.5954666	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
otu6792	748708b7db9c17529725563733114f4e7d1fef1d_16	99.5717545	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;
otu6793	74f846a12eedb44ad8189bac0b306c3809b166b2_22	99.5742111	Bacteria;Chloroflexi;S085;
otu6794	758dbb139926d194abd2e4148467ff58cb5b8785_17	98.9008865	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6796	763eb5a19adc03fee484c7d861de82f124f6890a_24	99.093277	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
otu6797	7684e4d0f6366d6e560083fe0f8a8d1455c925a4_44	99.5869522	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu6798	77953adcbe012a8b7ffdfc73762654e3667155a2_18	99.594223	Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
otu6800	7a0b319fff1c6a1128a1bb983cd68f1360ee0c76_16	99.573204	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu6801	7a28b37f63cc7320c29b74b272da25e33f643b03_36	99.5836792	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu6802	7ab34fcc514080d1faf9baac1c7f6e8c78f97751_20	94.9559021	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;
otu6804	7ba3346ad9a72c817b23ac9e5b19de2b86ac2e26_33	99.280365	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;
otu6805	7c2b04b93565c768382c4c9749db8723d879a4c0_17	98.9205627	Bacteria;Candidate division WS3;
otu6806	7c9b1839920b071367142222c449de833d50b7c4_18	98.6262589	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MSB-1E8;
otu6808	7d2adca0af44630b1513a3e4ce1468f800bd8de3_30	100	Bacteria;Proteobacteria;Alphaproteobacteria;
otu6809	7de8f02ae086b2e704279e162b6693d04cb47cb1_50	99.1734772	Bacteria;Acidobacteria;
otu6810	7e274cc3a4e876ec8228102ddc879525c128468c_15	99.0676727	Bacteria;Cyanobacteria;Cyanobacteria;
otu6811	7f2796f81535e0a527394931516ac3047b441b59_21	99.0376053	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6812	7fd42ea9dd61f45504477b4d550488092409dfc4_18	98.4058838	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu6813	7ff87a71512c2ff6878d90e76fe903449b7e3e6f_16	99.6033401	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu6815	800af73af8c0a71ab2a1cef83bf0ceb3786505a9_32	99.1276321	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;
otu6816	8093124be6e73b28bbc99015b6b4de1995c0dfb2_18	97.9370117	Bacteria;Planctomycetes;OM190;
otu6817	81596dce4d778e619eaa6ff72fc32dc6736f503b_16	98.3117294	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6820	837243422f6b1937204c09dd9348cc6c6d958b46_22	99.5726395	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu6823	84c106c4cc5c2456ca59ddeb3e0262f7924953a4_19	99.0587006	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
otu6824	863381c6fead37a98ccf583108040f5c0a9cd5c5_18	98.9901962	Bacteria;Candidate division OP11;
otu6826	87d49e6c5e3b057e63cb7cbcb1ed4710a8daf86a_19	98.71418	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;
otu6827	88b06adca775921f8cf225156704d658918816d2_23	99.580368	Bacteria;Bacteroidetes;BD2-2;
otu6828	89372a7d134a56dc1a8441dba9c6c639d884a8f9_16	97.8082428	Bacteria;Candidate division WS3;
otu6830	89d0092fe4fa8d61ed48caf07f42c971dda5d73c_22	98.5450287	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu6831	8ba23eae383610fcd551fac0c6e19abec43b9eee_21	99.5750809	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6832	8cbea894b73f9ad05fd86ae383de190231f0b00e_21	99.6001282	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured;
otu6833	8d403812dcdaa092385a65b65c552624adf4d915_16	99.3295517	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu6834	8e31d2c961888e132c856340559d988187b9ce56_21	99.5936508	Bacteria;Bacteroidetes;BD2-2;
otu6835	8f41ccaf4f33ef8c7198dfa04d07853aec81ef58_15	99.2737656	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6836	9012dff79306f2f7ff46914694757d31ba1e9c03_13	98.9326019	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu6837	9055853f2862173ed7e4313130c930541b0dfe44_35	99.59935	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;
otu6838	909f932e2577b898d63dd51fc90e6899a3849d02_21	99.3171844	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6840	93803b9feba1fdc7047acfb0f9c1791dbcab99b2_21	96.5503845	Bacteria;Verrucomicrobia;OPB35 soil group;
otu6841	93e59bc098a8455abc7bf622749937cb5756bc6b_17	99.4005051	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
otu6842	948fcb0365759a5415510d81dc5b9dee3ca91007_17	96.9020004	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;Candidatus Entotheonella;
otu6843	94b04ec9e55aed5b034a2fd3c4b5924196c2b381_17	99.5666733	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;
otu6844	952191a1ca719ca84ec82875100d9b948a753732_21	99.3875046	Bacteria;Acidobacteria;Subgroup 22;
otu6845	957e81f2dfd555d41cc325a46f78ac76d58f6861_24	98.8116379	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu6846	95881009e604503a60517b1e86a0a740f260c4cf_15	99.4294739	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalispira;
otu6848	975805561182e7279041e983511a0d7b3f7262a0_20	99.5838547	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu6849	9781c8b9669100528c87373737311071dffa5e12_16	98.8733673	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6850	995b747d4e3e2435e3db89bac36b865c712d2905_20	99.2405853	Bacteria;Proteobacteria;Gammaproteobacteria;Sva0071;
otu6851	99e793a1f9d1f69a4c5bc1a5a8f9d0fd100f469b_27	99.59935	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
otu6852	9a1d075cbe69b3c0d2f777197c2c86bb45c75ebb_13	99.0991669	Bacteria;Candidate division WS3;
otu6853	9a9e2548eb07b14282e6dc95270352b73939c6f6_18	99.0549088	Bacteria;Proteobacteria;Gammaproteobacteria;
otu6854	9ad4accb979a1f80bb1cbaa24d97224ae612fd9d_18	99.3626938	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu6855	9c9d553cdcb10e58f5009168d83946f0ab168e4d_18	98.1893234	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;
otu6856	9cb0972bb4077b1698de6115a4d87c67ba18ab3c_17	97.6902466	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
otu6857	9d8627fb725e67b9d169fa1aef30941b5c054fd9_48	99.5979156	Bacteria;Candidate division WS3;
otu6858	9df11a64cb13d3b7b26c1ac475e8e494507b52ed_16	99.5748444	Bacteria;Proteobacteria;
otu6860	9fefcffc85fa74226dac9ff2b21e57cb2f2a5110_21	99.1790695	Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;
otu6861	9ffc4eb2e89cf0dcaf6ac95e9a7f9fe9d2ee4974_14	99.569313	Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;
otu6862	a095898feb3ddde94d7370e8b0fe3b0cfd9cac5a_18	99.0147629	Bacteria;Bacteroidetes;BD2-2;
otu6863	a0be6cdafbb656fb24ef9b128bb430c147249ad8_18	99.3675919	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu6864	a1181a7608c3e8dcb1e6601e084f2aa745413a38_20	99.5970993	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu6865	a3248916bfd20195012fd97e1baab8b03ca40c26_15	98.8672638	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu6866	a3ec62a1ee44ea04cb8accdafb4e3683b29ac081_16	98.7148666	Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Thermotomaculum;
otu6868	a4beebe3934385273963c541fe312f145cf39bd4_29	99.3414764	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu6870	a64cd7231c94e85799f05b218f403a8522407d66_20	98.1577072	Bacteria;Candidate division WS3;
otu6872	a6c321cd250367a313bbe579987698fb6822086e_45	99.3725204	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyII;Pleurocapsa;
otu6873	a6f2b639819f579c56e2f6d608fbce9b905b6b9e_17	99.5955582	Bacteria;Acidobacteria;Subgroup 22;
otu6875	aa252ff3b59c77be1ac318f430ecbaa4db631366_22	97.6158447	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu6876	aa55032298a15839601c70874525a7c78e57b1df_18	99.5708237	Bacteria;Candidate division OD1;
otu6877	aab75891792549233d32ddc9a73266a522766839_18	99.3369675	Bacteria;Acidobacteria;Acidobacteria;Subgroup 25;
otu6878	abcfce77d039b5ec00fd35a6494bcf86857d85ca_40	99.2397156	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6879	abdc7a39642bea19486317d31b7341b047d380e0_20	99.5770721	Bacteria;Acidobacteria;Acidobacteria;Subgroup 21;
otu6880	ac4bb539d84011c7e2467a57466556cbe33883a7_17	99.5672989	Bacteria;Candidate division WS3;
otu6881	acab4a2b20d6d7460d6887c73262a34146ee441a_18	99.5921402	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;
otu6882	ad05ed43f04cdb85a7afa282690eee4fd513f894_15	99.6906128	Bacteria;Candidate division OD1;
otu6885	adc776e9ec1d297f7d9e2ae39a0dbbd5e8914d24_40	97.7093353	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;
otu6887	ae0bc68fcf09d7f0164f42ca48615b11ae624a31_13	99.5879974	Bacteria;Candidate division WS3;
otu6888	ae29694f4de0430337c09d7a75814128cb05c135_41	99.5911789	Bacteria;Acidobacteria;Subgroup 22;
otu6889	ae45fc025696e468efb4bbde1682dfd5b94bb433_22	98.805191	Bacteria;TA06;
otu6890	ae88fc3002a8b320d53e059e6f8ce2bc32feeae8_16	97.9552841	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;MSBL7;
otu6891	aebcbc14b82bbc0d3020ea4bc823d67411aab0b0_18	99.5698471	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu6892	aec349c4b34a666905c2c010955817eca4bf85a8_18	98.220665	Bacteria;Tenericutes;Mollicutes;NB1-n;
otu6894	afd0554a25013964e707c43108114c93ca484544_24	97.287262	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu6895	afd0ffbd37e9d8707c29332bf86c2a4424a342e6_28	98.6560135	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu6896	b0bcc920af8862a4ce8bab09badbda59aa1db403_15	99.5698547	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;
otu6897	b0de7de1dbd1f7a64adbcc8c587c8b65f40b8c84_17	99.2754898	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu6899	b24fd37747928dba692ac239b41b9fe204b57f84_24	98.0789871	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu6904	b46445baa4cbe3d7e7ff28882420f64578cdc821_20	97.9815979	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6905	b472f5c36928821c2d6a5b967ba5c7bf24fca3de_24	99.5719757	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;uncultured;
otu6906	b4ac4296e313b1ae4ec6d9b8c6f2cc8f6f1fa9f8_23	99.3437347	Bacteria;Planctomycetes;BD7-11;
otu6907	b6674c36f891a76cc0abcd2012be076791ccdb63_32	99.5819168	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
otu6908	b723b09cca0a49873c981fb0f3937a19c1e42863_13	99.5977936	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu6909	b778b29c4d2e3f888dcf077e69da736ef9ff6eb4_17	99.5959702	Bacteria;Acidobacteria;Subgroup 22;
otu6911	b9c73687d438270f4caf9be2a563e40734cc8bab_18	99.3793488	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Leptolyngbya;
otu6912	b9db662e486ad7ad8eb922588edebfb9a8f7d91e_21	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu6913	ba5c0d7c4f713b74676c5ea690390ac3491c4dd5_36	99.1291962	Bacteria;Candidate division WS3;
otu6914	bb2269c39005c12adebbe3865692517949e37303_15	99.3759537	Bacteria;Proteobacteria;Gammaproteobacteria;
otu6915	bb96d04741ec01ed8cd9ee46ec6e87d1205d9b4b_20	99.3985596	Bacteria;Proteobacteria;Gammaproteobacteria;
otu6917	bd57e17c76674a486153156ec0aacc1e49fafca5_19	99.5894852	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu6918	bdd613986c32dd17e98a495ffe05731bfd6064cb_20	99.5728607	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
otu6919	be0378f98ddf4bbd4a1c8085f58908167c3c37a2_17	98.6410599	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
otu6920	be4032b30b32baa2002ea7d258a1ee9a37617101_18	96.8919907	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;
otu6921	beb33e0d42c65ea056aead0e8af3577b53ba0030_15	99.356987	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6922	bfd4e554ed72b1f08b5031c239f74c5d744a4a1b_15	98.6410217	Bacteria;Candidate division TM7;
otu6924	c0bb3812c7726670f7d0005bbb9ec36fb9e27575_24	99.5787811	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6925	c159205c60f8b2b65175af19bc219f849b66ea47_23	99.5673676	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
otu6927	c26432e80dce5e0b56dd1d4c01eeab5e7dc40cbf_19	99.2668686	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu6928	c2e937e316efc021563d82b10a556fb6abeb8557_17	97.2991028	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;
otu6929	c2ee9bdb59a6134a1045bb631173bfbd00b721bb_14	99.5782013	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu6930	c2f2f2e8a0bccd17935281cbf9aef26bba9bc086_25	99.3709335	Bacteria;Candidate division WS3;
otu6931	c587ad946561d9d8202694f2dc798e2e1b8583de_27	99.5921936	Bacteria;Bacteroidetes;BD2-2;
otu6932	c5b610b8acfaba130a567cfe420399f46ffde7e5_23	97.3257751	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu6933	c62ca04b6b4bed9058128f0a66a4c04200c008bf_22	99.5725784	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu6934	c6af41d9ba052a823e86cbc1e8c6c8a8f8eee8ef_18	98.0788956	Bacteria;Verrucomicrobia;OPB35 soil group;
otu6935	c7a6ff6eabb94bdd55273dca769f9e721ad2a4df_18	96.3623199	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu6936	c8789b37a5289a0f96a0714c7e1d8d6e2ad4b41d_18	97.9055634	Bacteria;Bacteroidetes;BD2-2;
otu6937	c90bf7c4b0bfca57ef1a921f4919e81c346d3307_40	97.6747894	Bacteria;Firmicutes;Clostridia;Halanaerobiales;64K2;
otu6938	c91d922a4970f75b7969e7a9f940701a908c4b4c_21	98.9165344	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
otu6939	c94bfdbb9245d50432de2dbaba36204fbc86bf5d_28	99.1202927	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6940	ca4b194ec5258c4fc6d4144a02faecefa4d6456f_19	97.4371414	Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;
otu6943	cda7053f443befb57a23e3d8b3a76f509b5315f9_15	99.5845108	Bacteria;Planctomycetes;OM190;
otu6944	ce1d1bf3950f67cbd92f3c18e68b5fd2d85c112e_18	99.5603256	Bacteria;Proteobacteria;Alphaproteobacteria;
otu6945	cf392539f89bbc7df427acb5abad172824e4324d_35	99.5739746	Bacteria;Chloroflexi;SAR202 clade;
otu6946	cf5fe8121764fc3189179205a440a0f71b5a56ea_17	99.5798492	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu6948	cfe7495ac166d048a1f24a85a3c9136c205f6f3c_17	99.5699539	Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Blastocatella;
otu6950	d2c7b73fddda8ecdee2c7d846c8f0be66364b916_21	99.6037979	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu6951	d2dc3005c95837927fa222bae223ef41d6afedfb_44	98.3678284	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6954	d64be0da39a32422e83b8f11f480febd3d651499_32	99.5764771	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;
otu6955	d64fa68f33d1e3d266add36ea437d0d04c6407ba_14	98.8947067	Bacteria;Candidate division WS3;
otu6956	d6704057a327b118449dc261bec96acbc8045948_15	99.1082993	Bacteria;Candidate division WS3;
otu6957	d74966273e9bf1d3d5411f5b69bb182b665e68a1_14	99.5860977	Bacteria;Proteobacteria;Gammaproteobacteria;
otu6959	d820cb3319c65bbf17ca84fc179a38c0049d71af_15	99.5564728	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu6960	d8df4ee4967aa9b69fddab864ce8e59ff18b3733_28	97.5306778	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;
otu6961	d92be45aa9af5370d99ff07bf14e9e6e8a05a688_19	98.9990921	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu6962	d97eaa8fb3c37d9bd28e9343e59929625aa5ecf5_17	98.2565765	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6964	d9af97cdda572c414cf2e783ae74005fc56db2ea_16	97.6384583	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;uncultured;
otu6965	d9c4c2ee3ebcf2eb8629c04ac2610e65732333a3_25	98.6309433	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu6967	daf20f289489262af8a7f0d92355f9e3918c9931_17	96.6595688	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;
otu6968	db2f59abea756e158074881d03dd75dd4baebac0_19	98.0620956	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage;
otu6973	dcf513023ee3b42354d53267492bb1c89317d4e7_30	99.5772858	Bacteria;Acidobacteria;Subgroup 22;
otu6976	debed3eb21846a971baff62eafc7841b9fcc33d7_34	97.7983932	Bacteria;Acidobacteria;Subgroup 22;
otu6983	e1085451b4cd0552f49e23f487b245ff34c56336_14	97.0042953	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
otu6984	e172c1bf393b829572818b375143f25a86c0376d_40	98.3203812	Bacteria;Acidobacteria;Subgroup 22;
otu6985	e1e582e7ce1491de7669818c8f42d61277000f0c_24	97.6954651	Bacteria;Lentisphaerae;Oligosphaeria;
otu6986	e455bf69586c90638a112bbdabd5adc491206d09_19	95.4666824	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;
otu6988	e60e852b4e954cedbd3d692b14e48dc954d1fd2a_20	99.5836945	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
