domain	phylum	class	order	family	genus
otu273	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
otu274	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu275	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu277	Bacteria	Proteobacteria	SC3-20	SC3-20_unclassified	SC3-20_unclassified	SC3-20_unclassified
otu278	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu279	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	TK34_unclassified
otu281	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu282	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu283	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu284	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gilvibacter
otu285	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu286	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea
otu287	Bacteria	Chloroflexi	S085	S085_unclassified	S085_unclassified	S085_unclassified
otu288	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu289	Bacteria	Proteobacteria	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Candidatus Thiobios
otu290	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu291	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
otu292	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu293	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu296	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Oscillatoria
otu297	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu298	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu299	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu300	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu301	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu302	Bacteria	Acidobacteria	Holophagae	Subgroup 10	CA002	CA002_unclassified
otu303	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu304	Bacteria	Proteobacteria	Deltaproteobacteria	43F-1404R	43F-1404R_unclassified	43F-1404R_unclassified
otu305	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu306	Bacteria	Acidobacteria	Acidobacteria	Subgroup 21	Subgroup 21_unclassified	Subgroup 21_unclassified
otu307	Bacteria	Proteobacteria	Deltaproteobacteria	43F-1404R	43F-1404R_unclassified	43F-1404R_unclassified
otu308	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu310	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu311	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes Incertae Sedis	PAUC43f marine benthic group	PAUC43f marine benthic group_unclassified
otu312	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Lentimonas
otu313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu314	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu315	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu316	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu317	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu318	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu319	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu320	Bacteria	Acidobacteria	Acidobacteria	Subgroup 9	Subgroup 9_unclassified	Subgroup 9_unclassified
otu321	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu322	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	IheB3-7	IheB3-7_unclassified
otu323	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified
otu324	Bacteria	Acidobacteria	Acidobacteria	Subgroup 17	Subgroup 17_unclassified	Subgroup 17_unclassified
otu325	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_unclassified	HOC36_unclassified
otu326	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella
otu327	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes Incertae Sedis	PAUC43f marine benthic group	PAUC43f marine benthic group_unclassified
otu328	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
otu330	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu332	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu333	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
otu334	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu336	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu337	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
otu338	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
otu339	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu340	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu341	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinilabiaceae_unclassified
otu342	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu343	Bacteria	Acidobacteria	Acidobacteria	Subgroup 21	Subgroup 21_unclassified	Subgroup 21_unclassified
otu344	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	MBAE14	MBAE14_unclassified
otu345	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Pleurocapsa
otu346	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu347	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu349	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu350	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu352	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu353	Bacteria	Proteobacteria	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Candidatus Thiobios
otu354	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu355	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu356	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu358	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu359	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu360	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu361	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	Sva0485_unclassified	Sva0485_unclassified
otu362	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	Subgroup 4 Incertae Sedis	Blastocatella
otu363	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu364	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu365	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified
otu367	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu368	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu369	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu370	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
otu371	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium
otu372	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu373	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu374	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Gammaproteobacteria Incertae Sedis	Sedimenticola
otu375	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu376	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu377	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu378	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
otu380	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
otu381	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu382	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu383	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu386	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified
otu387	Bacteria	Bacteroidetes	BD2-2	BD2-2_unclassified	BD2-2_unclassified	BD2-2_unclassified
otu388	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu389	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu390	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_unclassified	Ignavibacteriales_unclassified
otu391	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
otu392	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu393	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu394	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu397	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu398	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu399	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	IheB3-7	IheB3-7_unclassified
otu400	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu401	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Gammaproteobacteria Incertae Sedis	Thiohalophilus
otu402	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu403	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu405	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu406	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu407	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu408	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
otu410	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu411	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
otu413	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu414	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu415	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu416	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu417	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_unclassified
otu418	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu420	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu421	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu422	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea
otu423	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu425	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
otu426	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
otu427	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu428	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified
otu429	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu430	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu431	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu432	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu433	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu434	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu436	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu437	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu438	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu439	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu440	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu442	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
otu443	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
otu444	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
otu445	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu447	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_unclassified
otu448	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu449	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu450	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu451	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu452	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
otu453	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu454	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu455	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu456	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu457	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu458	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu459	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu460	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobiaceae_unclassified
otu461	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)_unclassified	SAR324 clade(Marine group B)_unclassified
otu462	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
