site	measurement	value	depth
SG	O2	-0.00017	2
SG	O2	-0.00013	2
SG	O2	-0.0002	4
SG	O2	-0.0002	4
SG	O2	-0.00019	4
SG	O2	-0.00022	4
SG	O2	-0.00016	4
SG	O2	-0.00022	4
SG	O2	-0.00026	4
SG	O2	-0.00024	4
SG	O2	-0.00021	4
SG	O2	-0.00022	4
SG	O2	-0.00021	4
SG	O2	-0.00025	4
SG	O2	-0.00021	4
SG	O2	-0.00024	4
SG	O2	-0.00026	4
SG	O2	-0.00026	4
SG	O2	-0.00025	4
SG	O2	-0.00026	4
SG	O2	-0.00024	4
SG	O2	-0.00023	4
SG	O2	-0.00023	4
SG	O2	-0.00021	4
SG	O2	-0.00015	4
SG	O2	-0.000082	4
SG	O2	0.0000506	4
SG	O2	0.000148	4
SG	O2	0.000298	4
SG	O2	0.000546	4
SG	O2	0.000643	4
SG	O2	0.000731	4
SG	O2	0.000864	4
SG	O2	0.000987	4
SG	O2	0.001163	4
SG	O2	0.001269	4
SG	O2	0.001376	4
SG	O2	0.001482	4
SG	O2	0.001658	4
SG	O2	0.001764	4
SG	O2	0.001835	4
SG	O2	0.001967	4
SG	O2	0.002074	4
SG	O2	0.002117	4
SG	O2	0.002268	4
SG	O2	0.002339	4
SG	O2	0.002401	4
SG	O2	0.002506	4
SG	O2	0.002586	4
SG	O2	0.002638	4
SG	O2	0.002922	4
SG	O2	0.002886	4
SG	O2	0.00293	4
SG	O2	0.003001	4
SG	O2	0.003053	4
SG	O2	0.003142	4
SG	O2	0.003169	4
SG	O2	0.003204	4
SG	O2	0.003257	4
SG	O2	0.003292	4
SG	O2	0.00338	4
SG	O2	0.003425	4
SG	O2	0.00346	4
SG	O2	0.003477	4
SG	O2	0.003548	4
SG	O2	0.003566	4
SG	O2	0.003566	4
SG	O2	0.003637	4
SG	O2	0.003671	4
SG	O2	0.003671	4
SG	O2	0.003734	4
SG	O2	0.003751	4
SG	O2	0.00377	4
SG	O2	0.003839	4
SG	O2	0.004069	4
SG	O2	0.003901	4
SG	O2	0.003919	4
SG	O2	0.003919	4
SG	O2	0.003955	4
SG	O2	0.003998	4
SG	O2	0.003964	4
SG	O2	0.004069	4
SG	O2	0.00399	6
SG	O2	0.00399	6
SG	O2	0.003998	6
SG	O2	0.004052	6
SG	O2	0.004087	6
SG	O2	0.004095	6
SG	O2	0.004052	6
SG	O2	0.004078	6
SG	O2	0.004069	6
SG	O2	0.004087	6
SG	O2	0.004106	6
SG	O2	0.004123	6
SG	O2	0.00414	6
SG	O2	0.004123	6
SG	O2	0.004184	6
SG	O2	0.004175	6
SG	O2	0.004166	6
SG	O2	0.004184	6
SG	O2	0.004166	6
SG	O2	0.004175	6
SG	O2	0.004211	6
SG	O2	0.004184	6
SG	O2	0.004175	6
SG	O2	0.004175	6
SG	O2	0.004263	6
SG	O2	0.004184	6
SG	O2	0.004194	6
SG	O2	0.00422	6
SG	O2	0.004211	6
SG	O2	0.004211	6
SG	O2	0.004211	6
SG	O2	0.004202	6
SG	O2	0.004282	6
SG	O2	0.004255	6
SG	O2	0.004255	6
SG	O2	0.004263	6
SG	O2	0.004272	6
SG	O2	0.004291	6
SG	O2	0.004263	6
SG	O2	0.004282	6
SG	O2	0.004263	6
SG	O2	0.004255	6
SG	O2	0.004291	6
SG	O2	0.004308	6
SG	O2	0.004263	6
SG	O2	0.006357	6
SG	O2	0.00422	6
SG	O2	0.004803	6
SG	O2	0.004291	6
SG	O2	0.004282	6
SG	O2	0.00422	6
SG	O2	0.004255	6
SG	O2	0.004263	6
SG	O2	0.004255	6
SG	O2	0.004255	6
SG	O2	0.004229	6
SG	O2	0.004229	6
SG	O2	0.004237	6
SG	O2	0.004317	6
SG	O2	0.004255	6
SG	O2	0.004299	6
SG	O2	0.00422	6
SG	O2	0.004194	6
SG	O2	0.004229	6
SG	O2	0.004211	6
SG	O2	0.004237	6
SG	O2	0.004246	6
SG	O2	0.004211	6
SG	O2	0.004272	6
SG	O2	0.00422	6
SG	O2	0.004229	6
SG	O2	0.004229	6
SG	O2	0.004194	6
SG	O2	0.004246	6
SG	O2	0.004211	6
SG	O2	0.004237	6
SG	O2	0.004211	6
SG	O2	0.004246	6
SG	O2	0.004282	6
SG	O2	0.004166	6
SG	O2	0.004184	8
SG	O2	0.004194	8
SG	O2	0.004132	8
SG	O2	0.004229	8
SG	O2	0.004087	8
SG	O2	0.004158	8
SG	O2	0.004095	8
SG	O2	0.004069	8
SG	O2	0.004078	8
SG	O2	0.004078	8
SG	O2	0.004166	8
SG	O2	0.004087	8
SG	O2	0.004087	8
SG	O2	0.004095	8
SG	O2	0.004087	8
SG	O2	0.004106	8
SG	O2	0.004106	8
SG	O2	0.004114	8
SG	O2	0.004026	8
SG	O2	0.004087	8
SG	O2	0.004149	8
SG	O2	0.004095	8
SG	O2	0.004114	8
SG	O2	0.004123	8
SG	O2	0.004114	8
SG	O2	0.004106	8
SG	O2	0.004087	8
SG	O2	0.004035	8
SG	O2	0.004095	8
SG	O2	0.004149	8
SG	O2	0.004052	8
SG	O2	0.004069	8
SG	O2	0.004035	8
SG	O2	0.004061	8
SG	O2	0.004087	8
SG	O2	0.004095	8
SG	O2	0.004061	8
SG	O2	0.004026	8
SG	O2	0.00399	8
SG	O2	0.003998	8
SG	O2	0.004016	8
SG	temp	29.95	water
SG	temp	29.962	water
SG	temp	29.95	water
SG	temp	29.962	water
SG	temp	29.956	water
SG	temp	29.968	water
SG	temp	29.956	water
SG	temp	29.956	water
SG	temp	29.968	water
SG	temp	29.974	water
SG	temp	29.968	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.944	water
SG	temp	29.962	water
SG	temp	29.956	water
SG	temp	29.968	water
SG	temp	29.974	water
SG	temp	29.962	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.962	water
SG	temp	29.962	water
SG	temp	29.962	water
SG	temp	29.938	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.956	water
SG	temp	29.956	water
SG	temp	29.962	water
SG	temp	29.944	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.962	water
SG	temp	29.944	water
SG	temp	29.956	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.944	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.962	water
SG	temp	29.956	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.987	water
SG	temp	29.944	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.944	water
SG	temp	29.962	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.95	water
SG	temp	29.938	water
SG	temp	29.974	water
SG	temp	29.956	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.968	water
SG	temp	29.95	water
SG	temp	29.968	water
SG	temp	29.944	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.944	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.95	water
SG	temp	29.956	water
SG	temp	29.956	water
SG	temp	29.962	water
SG	temp	29.95	water
SG	temp	29.962	water
SG	temp	29.968	water
SG	temp	29.974	water
SG	temp	29.95	water
SG	temp	29.944	water
SG	temp	29.98	water
SG	temp	29.974	water
SG	temp	29.962	water
SG	temp	29.968	water
SG	temp	29.974	water
SG	temp	29.974	water
SG	temp	29.962	water
SG	temp	29.987	water
SG	temp	29.968	water
SG	temp	29.962	water
SG	temp	29.962	water
SG	temp	29.962	water
SG	temp	29.968	water
SG	temp	29.999	water
SG	temp	29.968	water
SG	temp	29.974	water
SG	temp	29.968	water
SG	temp	29.962	water
SG	temp	30.011	water
SG	temp	29.993	water
SG	temp	29.993	2
SG	temp	29.999	2
SG	temp	29.974	2
SG	temp	29.974	2
SG	temp	30.035	2
SG	temp	30.023	2
SG	temp	29.98	2
SG	temp	30.005	2
SG	temp	30.029	2
SG	temp	29.993	2
SG	temp	30.023	2
SG	temp	30.029	2
SG	temp	30.042	2
SG	temp	30.005	2
SG	temp	29.999	2
SG	temp	30.023	2
SG	temp	30.029	2
SG	temp	30.023	2
SG	temp	30.023	2
SG	temp	30.035	2
SG	temp	30.06	2
SG	temp	30.042	2
SG	temp	30.048	2
SG	temp	30.06	2
SG	temp	30.054	2
SG	temp	30.066	2
SG	temp	30.054	2
SG	temp	30.072	2
SG	temp	30.06	2
SG	temp	30.066	2
SG	temp	30.084	2
SG	temp	30.048	2
SG	temp	30.078	2
SG	temp	30.066	2
SG	temp	30.078	2
SG	temp	30.078	2
SG	temp	30.072	2
SG	temp	30.072	2
SG	temp	30.066	2
SG	temp	30.078	2
SG	temp	30.096	2
SG	temp	30.103	2
SG	temp	30.096	2
SG	temp	30.072	2
SG	temp	30.121	2
SG	temp	30.096	2
SG	temp	30.09	2
SG	temp	30.103	2
SG	temp	30.115	2
SG	temp	30.09	2
SG	temp	30.096	2
SG	temp	30.096	2
SG	temp	30.109	2
SG	temp	30.09	2
SG	temp	30.115	2
SG	temp	30.127	2
SG	temp	30.103	2
SG	temp	30.109	2
SG	temp	30.109	2
SG	temp	30.121	2
SG	temp	30.109	2
SG	temp	30.115	2
SG	temp	30.115	2
SG	temp	30.115	2
SG	temp	30.115	2
SG	temp	30.121	2
SG	temp	30.127	2
SG	temp	30.127	2
SG	temp	30.133	2
SG	temp	30.139	2
SG	temp	30.133	2
SG	temp	30.139	2
SG	temp	30.133	2
SG	temp	30.139	2
SG	temp	30.151	2
SG	temp	30.139	2
SG	temp	30.145	2
SG	temp	30.145	2
SG	temp	30.157	2
SG	temp	30.151	2
SG	temp	30.157	2
SG	temp	30.151	4
SG	temp	30.182	4
SG	temp	30.145	4
SG	temp	30.164	4
SG	temp	30.17	4
SG	temp	30.157	4
SG	temp	30.2	4
SG	temp	30.164	4
SG	temp	30.157	4
SG	temp	30.151	4
SG	temp	30.182	4
SG	temp	30.17	4
SG	temp	30.182	4
SG	temp	30.17	4
SG	temp	30.188	4
SG	temp	30.17	4
SG	temp	30.164	4
SG	temp	30.182	4
SG	temp	30.182	4
SG	temp	30.182	4
SG	temp	30.182	4
SG	temp	30.194	4
SG	temp	30.182	4
SG	temp	30.176	4
SG	temp	30.182	4
SG	temp	30.188	4
SG	temp	30.188	4
SG	temp	30.176	4
SG	temp	30.194	4
SG	temp	30.243	4
SG	temp	30.194	4
SG	temp	30.176	4
SG	temp	30.182	4
SG	temp	30.188	4
SG	temp	30.2	4
SG	temp	30.212	4
SG	temp	30.2	4
SG	temp	30.212	4
SG	temp	30.231	4
SG	temp	30.225	4
SG	temp	30.212	4
SG	temp	30.212	4
SG	temp	30.212	4
SG	temp	30.212	4
SG	temp	30.225	4
SG	temp	30.225	4
SG	temp	30.219	4
SG	temp	30.219	4
SG	temp	30.231	4
SG	temp	30.231	4
SG	temp	30.237	4
SG	temp	30.243	4
SG	temp	30.243	4
SG	temp	30.243	4
SG	temp	30.231	4
SG	temp	30.255	4
SG	temp	30.255	4
SG	temp	30.249	4
SG	temp	30.237	4
SG	temp	30.243	4
SG	temp	30.267	4
SG	temp	30.255	4
SG	temp	30.243	4
SG	temp	30.243	4
SG	temp	30.261	4
SG	temp	30.249	4
SG	temp	30.261	4
SG	temp	30.261	4
SG	temp	30.273	4
SG	temp	30.255	4
SG	temp	30.255	4
SG	temp	30.267	4
SG	temp	30.267	4
SG	temp	30.261	4
SG	temp	30.255	4
SG	temp	30.261	4
SG	temp	30.273	4
SG	temp	30.267	4
SG	temp	30.273	4
SG	temp	30.28	4
SG	temp	30.28	6
SG	temp	30.292	6
SG	temp	30.28	6
SG	temp	30.261	6
SG	temp	30.267	6
SG	temp	30.292	6
SG	temp	30.304	6
SG	temp	30.298	6
SG	temp	30.28	6
SG	temp	30.304	6
SG	temp	30.286	6
SG	temp	30.292	6
SG	temp	30.286	6
SG	temp	30.286	6
SG	temp	30.286	6
SG	temp	30.292	6
SG	temp	30.304	6
SG	temp	30.304	6
SG	temp	30.298	6
SG	temp	30.298	6
SG	temp	30.292	6
SG	temp	30.304	6
SG	temp	30.304	6
SG	temp	30.298	6
SG	temp	30.304	6
SG	temp	30.298	6
SG	temp	30.353	6
SG	temp	30.304	6
SG	temp	30.316	6
SG	temp	30.31	6
SG	temp	30.322	6
SG	temp	30.31	6
SG	temp	30.316	6
SG	temp	30.322	6
SG	temp	30.334	6
SG	temp	30.328	6
SG	temp	30.31	6
SG	temp	30.334	6
SG	temp	30.347	6
SG	temp	30.341	6
SG	temp	30.341	6
SG	temp	30.334	6
SG	temp	30.328	6
SG	temp	30.328	6
SG	temp	30.359	6
SG	temp	30.334	6
SG	temp	30.341	6
SG	temp	30.347	6
SG	temp	30.347	6
SG	temp	30.347	6
SG	temp	30.359	6
SG	temp	30.359	6
SG	temp	30.341	6
SG	temp	30.359	6
SG	temp	30.347	6
SG	temp	30.341	6
SG	temp	30.359	6
SG	temp	30.359	6
SG	temp	30.347	6
SG	temp	30.365	6
SG	temp	30.365	6
SG	temp	30.359	6
SG	temp	30.371	6
SG	temp	30.365	6
SG	temp	30.353	6
SG	temp	30.359	6
SG	temp	30.359	6
SG	temp	30.389	6
SG	temp	30.42	6
SG	temp	30.377	6
SG	temp	30.402	6
SG	temp	30.396	6
SG	temp	30.389	6
SG	temp	30.42	6
SG	temp	30.389	6
SG	temp	30.438	6
SG	temp	30.383	6
SG	temp	30.402	6
SG	temp	30.396	6
SG	temp	30.42	6
SG	temp	30.408	8
SG	temp	30.432	8
SG	temp	30.438	8
SG	temp	30.408	8
SG	temp	30.414	8
SG	temp	30.426	8
SG	temp	30.432	8
SG	temp	30.487	8
SG	temp	30.432	8
SG	temp	30.42	8
SG	temp	30.45	8
SG	temp	30.432	8
SG	temp	30.45	8
SG	temp	30.438	8
SG	temp	30.469	8
SG	temp	30.463	8
SG	temp	30.463	8
SG	temp	30.463	8
SG	temp	30.463	8
SG	temp	30.481	8
SG	temp	30.457	8
SG	temp	30.469	8
SG	temp	30.487	8
SG	temp	30.463	8
SG	temp	30.463	8
SG	temp	30.469	8
SG	temp	30.481	8
SG	temp	30.493	8
SG	temp	30.469	8
SG	temp	30.475	8
SG	temp	30.475	8
SG	temp	30.511	8
SG	temp	30.469	8
SG	temp	30.487	8
SG	temp	30.481	8
SG	temp	30.481	8
SG	temp	30.481	8
SG	temp	30.487	8
SG	temp	30.469	8
SG	temp	30.493	8
SG	temp	30.481	8
SG	temp	30.481	8
SG	temp	30.493	8
SG	H2S	0.001174	water
SG	H2S	-0.00148	water
SG	H2S	-0.000022	water
SG	H2S	-0.00187	water
SG	H2S	0.0000543	water
SG	H2S	-0.00054	water
SG	H2S	0.00025	water
SG	H2S	-0.00062	water
SG	H2S	-0.00015	water
SG	H2S	0.001902	water
SG	H2S	-0.00022	water
SG	H2S	-0.00041	water
SG	H2S	0.000717	water
SG	H2S	0.001446	water
SG	H2S	0.001837	water
SG	H2S	0.000511	water
SG	H2S	-0.00028	water
SG	H2S	0.001239	water
SG	H2S	0.001446	water
SG	H2S	0.001511	water
SG	H2S	0.001174	water
SG	H2S	0.000511	water
SG	H2S	0.000185	water
SG	H2S	0.0000543	water
SG	H2S	-0.00227	water
SG	H2S	0.001043	water
SG	H2S	0.000717	water
SG	H2S	0.000576	water
SG	H2S	-0.00028	water
SG	H2S	0.000978	water
SG	H2S	0.000576	water
SG	H2S	-0.000087	water
SG	H2S	-0.000087	water
SG	H2S	-0.00035	water
SG	H2S	-0.00048	water
SG	H2S	0.000848	water
SG	H2S	-0.000022	water
SG	H2S	-0.00068	water
SG	H2S	-0.00068	water
SG	H2S	0.000446	water
SG	H2S	-0.000087	2
SG	H2S	0.000315	2
SG	H2S	-0.00088	2
SG	H2S	0.000717	2
SG	H2S	0.000913	2
SG	H2S	0.00038	2
SG	H2S	-0.00048	2
SG	H2S	0.001109	2
SG	H2S	0.001707	2
SG	H2S	-0.00048	2
SG	H2S	0.000511	2
SG	H2S	0.001707	2
SG	H2S	0.002902	2
SG	H2S	0.001174	2
SG	H2S	0.000913	2
SG	H2S	0.000446	2
SG	H2S	0.000978	2
SG	H2S	-0.000022	2
SG	H2S	0.000783	2
SG	H2S	0.001902	2
SG	H2S	0.001304	2
SG	H2S	0.001239	2
SG	H2S	0.002043	2
SG	H2S	0.001109	2
SG	H2S	0.001978	2
SG	H2S	0.000848	2
SG	H2S	0.001511	2
SG	H2S	0.000978	2
SG	H2S	0.001304	2
SG	H2S	0.001837	2
SG	H2S	0.001902	2
SG	H2S	0.00138	2
SG	H2S	0.001902	2
SG	H2S	0.00138	2
SG	H2S	0.001641	2
SG	H2S	0.001174	2
SG	H2S	0.001043	2
SG	H2S	0.001902	2
SG	H2S	0.002043	2
SG	H2S	0.001772	2
SG	H2S	0.001837	2
SG	H2S	0.001304	2
SG	H2S	0.001707	2
SG	H2S	0.001902	2
SG	H2S	0.00337	2
SG	H2S	0.001109	2
SG	H2S	0.002772	2
SG	H2S	0.002109	2
SG	H2S	0.00237	2
SG	H2S	0.001707	2
SG	H2S	0.001641	2
SG	H2S	0.002239	2
SG	H2S	0.001902	2
SG	H2S	0.001978	2
SG	H2S	0.003304	2
SG	H2S	0.00337	2
SG	H2S	0.002641	2
SG	H2S	0.002902	2
SG	H2S	0.003435	2
SG	H2S	0.003761	2
SG	H2S	0.00337	2
SG	H2S	0.002641	2
SG	H2S	0.002304	2
SG	H2S	0.002967	2
SG	H2S	0.002565	2
SG	H2S	0.002902	2
SG	H2S	0.003435	2
SG	H2S	0.002902	2
SG	H2S	0.003967	2
SG	H2S	0.001902	2
SG	H2S	0.002707	2
SG	H2S	0.003696	2
SG	H2S	0.003435	2
SG	H2S	0.00337	2
SG	H2S	0.003163	2
SG	H2S	0.002641	2
SG	H2S	0.002239	2
SG	H2S	0.002043	2
SG	H2S	0.002565	2
SG	H2S	0.002772	2
SG	H2S	0.002174	2
SG	H2S	0.003967	4
SG	H2S	0.004033	4
SG	H2S	0.004293	4
SG	H2S	0.003163	4
SG	H2S	0.003304	4
SG	H2S	0.003967	4
SG	H2S	0.004359	4
SG	H2S	0.0025	4
SG	H2S	0.00337	4
SG	H2S	0.004033	4
SG	H2S	0.004565	4
SG	H2S	0.004424	4
SG	H2S	0.003098	4
SG	H2S	0.003967	4
SG	H2S	0.003565	4
SG	H2S	0.003967	4
SG	H2S	0.004565	4
SG	H2S	0.003967	4
SG	H2S	0.003098	4
SG	H2S	0.005957	4
SG	H2S	0.003696	4
SG	H2S	0.004957	4
SG	H2S	0.004098	4
SG	H2S	0.003967	4
SG	H2S	0.0035	4
SG	H2S	0.004826	4
SG	H2S	0.003967	4
SG	H2S	0.004228	4
SG	H2S	0.004424	4
SG	H2S	0.004163	4
SG	H2S	0.005163	4
SG	H2S	0.004957	4
SG	H2S	0.00463	4
SG	H2S	0.004424	4
SG	H2S	0.004957	4
SG	H2S	0.004761	4
SG	H2S	0.004565	4
SG	H2S	0.005424	4
SG	H2S	0.004957	4
SG	H2S	0.004761	4
SG	H2S	0.00463	4
SG	H2S	0.005826	4
SG	H2S	0.005087	4
SG	H2S	0.004489	4
SG	H2S	0.005554	4
SG	H2S	0.005228	4
SG	H2S	0.005228	4
SG	H2S	0.005022	4
SG	H2S	0.005293	4
SG	H2S	0.005087	4
SG	H2S	0.005022	4
SG	H2S	0.004565	4
SG	H2S	0.004565	4
SG	H2S	0.005228	4
SG	H2S	0.006685	4
SG	H2S	0.004696	4
SG	H2S	0.005228	4
SG	H2S	0.005826	4
SG	H2S	0.005022	4
SG	H2S	0.006087	4
SG	H2S	0.004826	4
SG	H2S	0.005087	4
SG	H2S	0.005489	4
SG	H2S	0.005359	4
SG	H2S	0.00575	4
SG	H2S	0.005685	4
SG	H2S	0.005554	4
SG	H2S	0.005293	4
SG	H2S	0.006022	4
SG	H2S	0.005424	4
SG	H2S	0.005424	4
SG	H2S	0.005359	4
SG	H2S	0.006413	4
SG	H2S	0.004826	4
SG	H2S	0.00575	4
SG	H2S	0.005293	4
SG	H2S	0.006283	4
SG	H2S	0.005163	4
SG	H2S	0.005424	4
SG	H2S	0.005957	4
SG	H2S	0.006489	6
SG	H2S	0.005685	6
SG	H2S	0.005554	6
SG	H2S	0.005554	6
SG	H2S	0.00575	6
SG	H2S	0.008935	6
SG	H2S	0.005163	6
SG	H2S	0.006087	6
SG	H2S	0.005685	6
SG	H2S	0.005957	6
SG	H2S	0.005957	6
SG	H2S	0.006348	6
SG	H2S	0.00662	6
SG	H2S	0.005685	6
SG	H2S	0.005489	6
SG	H2S	0.005293	6
SG	H2S	0.005424	6
SG	H2S	0.00575	6
SG	H2S	0.006283	6
SG	H2S	0.004957	6
SG	H2S	0.00675	6
SG	H2S	0.006152	6
SG	H2S	0.005957	6
SG	H2S	0.00775	6
SG	H2S	0.006489	6
SG	H2S	0.005957	6
SG	H2S	0.006489	6
SG	H2S	0.006554	6
SG	H2S	0.006413	6
SG	H2S	0.007543	6
SG	H2S	0.006348	6
SG	H2S	0.006348	6
SG	H2S	0.00675	6
SG	H2S	0.00562	6
SG	H2S	0.006283	6
SG	H2S	0.006283	6
SG	H2S	0.006815	6
SG	H2S	0.00662	6
SG	H2S	0.006554	6
SG	H2S	0.007283	6
SG	H2S	0.006087	6
SG	H2S	0.006685	6
SG	H2S	0.006217	6
SG	H2S	0.006022	6
SG	H2S	0.005293	6
SG	H2S	0.00688	6
SG	H2S	0.005957	6
SG	H2S	0.005554	6
SG	H2S	0.006815	6
SG	H2S	0.005826	6
SG	H2S	0.005228	6
SG	H2S	0.006087	6
SG	H2S	0.006413	6
SG	H2S	0.00662	6
SG	H2S	0.005424	6
SG	H2S	0.006152	6
SG	H2S	0.006348	6
SG	H2S	0.005957	6
SG	H2S	0.005554	6
SG	H2S	0.005022	6
SG	H2S	0.005957	6
SG	H2S	0.006554	6
SG	H2S	0.005957	6
SG	H2S	0.007413	6
SG	H2S	0.007478	6
SG	H2S	0.00788	6
SG	H2S	0.00688	6
SG	H2S	0.007674	6
SG	H2S	0.007815	6
SG	H2S	0.006283	6
SG	H2S	0.005359	6
SG	H2S	0.005685	6
SG	H2S	0.006087	6
SG	H2S	0.005957	6
SG	H2S	0.006152	6
SG	H2S	0.008478	6
SG	H2S	0.00688	6
SG	H2S	0.008141	6
SG	H2S	0.007674	6
SG	H2S	0.009739	6
SG	H2S	0.008935	8
SG	H2S	0.008804	8
SG	H2S	0.00775	8
SG	H2S	0.00788	8
SG	H2S	0.006217	8
SG	H2S	0.007217	8
SG	H2S	0.006413	8
SG	H2S	0.006348	8
SG	H2S	0.005554	8
SG	H2S	0.009207	8
SG	H2S	0.010337	8
SG	H2S	0.008337	8
SG	H2S	0.007011	8
SG	H2S	0.007609	8
SG	H2S	0.007152	8
SG	H2S	0.005957	8
SG	H2S	0.005087	8
SG	H2S	0.005489	8
SG	H2S	0.00575	8
SG	H2S	0.006152	8
SG	H2S	0.006489	8
SG	H2S	0.006087	8
SG	H2S	0.005163	8
SG	H2S	0.005022	8
SG	H2S	0.00562	8
SG	H2S	0.006413	8
SG	H2S	0.006152	8
SG	H2S	0.006946	8
SG	H2S	0.006217	8
SG	H2S	0.006685	8
SG	H2S	0.006554	8
SG	H2S	0.00775	8
SG	H2S	0.007087	8
SG	H2S	0.007609	8
SG	H2S	0.007348	8
SG	H2S	0.006685	8
SG	H2S	0.008543	8
SG	H2S	0.00788	8
SG	H2S	0.008609	8
SG	H2S	0.00788	8
SG	H2S	0.008413	8
SG	H2S	0.007609	8
SG	H2S	0.00887	8
SG	H2S	0.008935	8
SG	H2S	0.009076	8
SG	H2S	0.009272	8
SG	H2S	0.009011	8
SG	H2S	0.009674	8
SG	H2S	0.00987	8
SG	H2S	0.009533	8
SG	H2S	0.009337	8
SG	H2S	0.009011	8
SG	H2S	0.009011	8
SG	H2S	0.009598	8
SG	H2S	0.009598	8
SG	H2S	0.008739	8
SG	H2S	0.00887	8
SG	H2S	0.009533	8
SG	H2S	0.009011	8
SG	H2S	0.009076	8
SG	H2S	0.00987	8
SG	H2S	0.009739	8
SG	H2S	0.01013	8
SG	H2S	0.009402	8
SG	H2S	0.010337	8
SG	H2S	0.009804	8
SG	H2S	0.01	8
SG	H2S	0.01	8
SG	H2S	0.009935	8
SG	H2S	0.010196	8
SG	H2S	0.010261	8
SG	H2S	0.009674	8
SG	H2S	0.010065	8
SG	H2S	0.010793	8
SG	H2S	0.009272	8
SG	H2S	0.009337	8
SG	H2S	0.010065	8
SG	H2S	0.01	8
SG	H2S	0.01013	8
SG	H2S	0.011261	8
SG	H2S	0.011326	10
SG	H2S	0.011	10
SG	H2S	0.011196	10
SG	H2S	0.010261	10
SG	H2S	0.012054	10
SG	H2S	0.012924	10
SG	redox	226.7554	water
SG	redox	226.6266	water
SG	redox	226.7554	water
SG	redox	226.5622	water
SG	redox	226.5622	water
SG	redox	226.2938	water
SG	redox	226.4226	water
SG	redox	226.3582	water
SG	redox	226.3582	water
SG	redox	226.1649	water
SG	redox	226.2293	water
SG	redox	226.3582	water
SG	redox	226.2293	water
SG	redox	226.1005	water
SG	redox	226.2938	water
SG	redox	225.9717	water
SG	redox	226.1005	water
SG	redox	226.1005	water
SG	redox	225.8321	water
SG	redox	226.0361	water
SG	redox	225.9072	water
SG	redox	225.8321	water
SG	redox	225.7677	water
SG	redox	225.7032	water
SG	redox	225.2416	water
SG	redox	225.3167	water
SG	redox	225.1772	water
SG	redox	225.1127	water
SG	redox	225.0483	water
SG	redox	224.9839	water
SG	redox	224.7906	water
SG	redox	224.9839	water
SG	redox	224.9195	water
SG	redox	224.7906	water
SG	redox	224.7906	water
SG	redox	224.7906	water
SG	redox	224.7906	water
SG	redox	224.6618	water
SG	redox	224.5222	water
SG	redox	224.5222	water
SG	redox	224.2001	water
SG	redox	224.2645	water
SG	redox	224.0713	water
SG	redox	224.2001	water
SG	redox	224.2645	water
SG	redox	224.1357	water
SG	redox	224.2001	water
SG	redox	223.9317	water
SG	redox	224.0069	water
SG	redox	223.674	water
SG	redox	223.7385	water
SG	redox	223.8029	water
SG	redox	223.674	water
SG	redox	223.674	water
SG	redox	223.4164	water
SG	redox	223.4164	water
SG	redox	223.4164	water
SG	redox	223.1479	water
SG	redox	223.2124	water
SG	redox	223.2124	water
SG	redox	223.0191	water
SG	redox	223.0191	water
SG	redox	222.7614	water
SG	redox	222.8259	water
SG	redox	222.6863	water
SG	redox	222.6219	water
SG	redox	222.5574	water
SG	redox	222.5574	water
SG	redox	222.5574	water
SG	redox	222.4286	water
SG	redox	222.2998	water
SG	redox	222.4286	water
SG	redox	222.493	water
SG	redox	222.2353	water
SG	redox	222.1709	water
SG	redox	222.1065	water
SG	redox	221.9669	water
SG	redox	221.9025	water
SG	redox	221.516	water
SG	redox	221.7093	water
SG	redox	221.7093	water
SG	redox	221.312	water
SG	redox	221.0543	water
SG	redox	220.9255	water
SG	redox	220.5927	water
SG	redox	221.3764	water
SG	redox	220.9255	water
SG	redox	220.5927	water
SG	redox	220.5282	water
SG	redox	220.3994	water
SG	redox	220.4638	water
SG	redox	220.4638	water
SG	redox	220.0666	water
SG	redox	220.131	water
SG	redox	220.335	water
SG	redox	220.3994	water
SG	redox	220.2706	water
SG	redox	220.2061	water
SG	redox	220.3994	water
SG	redox	220.2061	water
SG	redox	220.131	water
SG	redox	220.131	water
SG	redox	220.2061	water
SG	redox	219.9377	water
SG	redox	220.0021	water
