S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu21436	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21440	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21444	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21445	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21446	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21450	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21454	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21455	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21457	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21459	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21462	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21464	0	0	1	0	0	0	0	0	0	0	0	0	0
otu21465	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21466	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21470	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21472	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21474	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21475	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21478	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21481	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21486	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21490	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21493	0	0	0	0	0	0	0	0	1	0	1	0	0
otu21496	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21498	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21500	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21503	0	0	0	0	1	0	0	0	0	0	0	1	0
otu21505	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21506	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21507	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21515	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21517	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21522	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21523	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21524	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21525	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21527	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21528	0	0	1	0	0	0	0	0	0	0	0	0	0
otu21529	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21531	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21532	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21533	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21534	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21535	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21537	0	0	0	0	0	0	1	1	0	0	0	0	0
otu21539	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21542	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21543	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21547	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21555	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21558	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21560	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21565	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21567	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21569	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21570	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21574	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21580	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21581	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21583	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21585	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21586	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21597	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21598	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21602	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21603	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21608	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21612	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21613	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21614	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21615	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21618	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21619	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21623	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21624	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21625	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21632	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21633	0	0	0	0	0	0	0	2	0	0	0	0	0
otu21634	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21639	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21642	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21648	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21649	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21650	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21657	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21660	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21665	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21667	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21670	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21671	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21673	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21677	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21678	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21680	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21681	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21685	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21689	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21693	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21694	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21695	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21704	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21706	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21709	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21710	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21712	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21713	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21714	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21716	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21719	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21720	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21722	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21724	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21725	2	0	0	0	0	0	0	0	0	0	0	0	0
otu21726	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21728	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21729	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21732	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21734	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21737	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21738	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21739	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21744	0	0	0	0	1	0	0	0	0	0	0	1	0
otu21747	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21749	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21750	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21752	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21754	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21755	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21756	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21758	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21760	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21761	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21762	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21763	0	0	3	0	0	0	0	0	0	0	0	0	0
otu21775	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21776	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21782	0	0	0	0	2	0	0	0	0	0	0	0	0
otu21789	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21793	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21798	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21799	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21805	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21807	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21808	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21810	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21812	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21813	0	0	1	0	0	0	0	0	0	0	0	0	0
otu21815	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21816	0	0	0	2	0	0	0	0	0	0	0	0	0
otu21819	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21825	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21826	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21827	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21828	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21829	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21831	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21832	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21833	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21835	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21836	0	0	0	0	0	0	0	0	2	0	0	0	0
otu21837	0	0	1	0	0	0	0	0	0	0	0	0	0
otu21839	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21840	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21842	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21844	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21848	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21849	0	0	0	0	0	0	0	2	0	0	0	0	0
otu21850	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21855	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21859	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21860	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21863	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21864	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21866	2	0	0	0	0	0	0	0	0	0	0	0	0
otu21869	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21870	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21871	0	0	0	0	0	0	1	2	1	0	0	0	0
otu21873	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21874	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21875	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21879	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21881	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21884	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21886	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21888	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21890	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21891	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21895	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21896	0	0	1	1	0	0	0	0	0	0	0	0	0
otu21897	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21900	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21902	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21903	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21906	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21907	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21909	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21912	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21913	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21914	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21916	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21918	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21919	0	0	0	0	0	0	2	0	0	0	0	0	0
otu21920	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21930	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21931	0	0	1	0	0	0	1	0	0	0	0	0	0
otu21933	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21934	0	0	0	0	0	0	0	0	2	0	0	0	0
otu21935	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21937	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21940	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21946	0	0	0	1	0	0	0	0	0	0	1	0	0
otu21947	0	0	0	0	0	0	0	0	0	0	1	0	0
otu21948	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21949	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21950	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21956	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21958	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21960	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21962	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21967	0	0	0	0	0	0	0	0	0	0	0	1	0
otu21973	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21974	0	0	0	0	0	0	0	0	0	1	0	0	0
otu21976	0	0	0	0	0	0	0	0	1	0	0	0	0
otu21977	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21978	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21980	0	0	0	0	1	0	0	0	0	0	0	0	0
otu21981	0	0	0	0	0	0	0	1	0	0	0	0	0
otu21982	1	0	0	0	0	0	0	0	0	0	0	0	0
otu21985	0	0	0	0	0	0	1	0	0	0	0	0	0
otu21986	0	0	0	1	0	0	0	0	0	0	0	0	0
otu21989	0	0	0	0	0	0	0	0	0	0	0	0	1
otu21991	0	0	0	0	0	1	0	0	0	0	0	0	0
otu21997	0	1	0	0	0	0	0	0	0	0	0	0	0
otu21999	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22000	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22001	2	0	0	0	0	0	0	0	0	0	0	0	0
otu22004	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22009	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22010	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22011	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22013	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22018	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22022	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22025	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22031	0	0	0	0	0	0	0	0	3	0	0	0	0
otu22032	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22033	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22036	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22037	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22038	0	0	0	0	0	0	1	0	0	0	0	0	0
otu22040	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22041	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22046	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22048	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22052	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22054	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22055	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22056	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22059	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22067	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22069	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22070	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22077	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22078	0	0	0	0	0	0	1	0	0	0	0	0	0
otu22079	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22082	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22083	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22085	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22086	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22087	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22093	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22096	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22098	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22099	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22103	0	0	1	0	0	0	0	0	0	0	0	0	0
otu22104	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22106	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22108	0	0	0	2	0	0	0	0	0	0	0	0	0
otu22112	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22113	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22114	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22116	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22117	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22118	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22119	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22120	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22124	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22125	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22129	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22130	0	0	1	0	0	0	0	0	0	0	0	0	0
otu22133	0	0	0	0	0	0	0	0	0	0	0	2	0
otu22135	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22136	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22138	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22139	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22144	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22145	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22146	0	0	0	0	1	0	0	0	0	0	0	2	0
otu22147	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22151	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22157	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22159	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22160	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22162	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22164	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22166	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22167	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22170	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22173	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22174	0	0	0	0	0	0	0	0	2	0	0	0	0
otu22183	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22184	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22185	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22186	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22188	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22190	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22193	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22195	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22196	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22197	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22199	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22200	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22203	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22206	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22207	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22210	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22211	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22213	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22214	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22216	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22227	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22229	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22231	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22232	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22233	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22234	0	0	0	0	0	0	1	0	0	0	0	0	0
otu22235	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22237	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22240	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22244	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22252	0	0	0	0	0	0	1	1	0	0	0	0	0
otu22253	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22258	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22259	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22263	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22268	0	0	1	0	0	0	0	0	0	0	0	0	0
otu22269	0	0	1	0	0	0	0	0	0	0	0	0	0
otu22273	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22279	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22280	0	0	0	0	0	0	1	0	0	0	0	0	0
otu22282	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22284	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22286	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22289	3	0	0	0	0	0	0	0	0	0	0	0	0
otu22295	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22296	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22301	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22302	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22305	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22306	0	0	1	0	0	0	0	0	0	0	0	0	0
otu22307	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22309	0	0	0	0	0	0	1	1	0	0	0	0	0
otu22313	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22317	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22318	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22320	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22322	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22324	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22325	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22326	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22332	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22334	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22335	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22336	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22345	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22347	0	0	0	0	0	0	0	2	0	0	0	0	0
otu22349	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22350	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22353	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22358	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22359	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22365	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22367	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22369	0	0	0	0	0	0	0	0	2	0	0	0	0
otu22370	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22371	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22376	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22377	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22378	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22380	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22381	0	0	0	0	0	0	0	2	0	0	0	0	0
otu22384	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22387	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22395	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22398	0	0	0	0	0	0	1	0	0	0	0	0	0
otu22410	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22412	0	0	0	0	0	1	0	0	0	0	0	0	0
otu22414	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22415	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22416	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22417	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22418	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22421	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22422	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22423	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22424	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22429	0	0	0	0	0	0	0	0	0	1	0	0	0
otu22430	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22438	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22443	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22444	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22446	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22447	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22451	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22452	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22453	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22457	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22458	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22460	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22461	0	0	0	0	0	0	0	0	0	0	1	0	0
otu22466	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22467	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22472	1	0	0	0	0	0	0	0	0	0	0	0	0
otu22478	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22479	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22480	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22481	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22482	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22484	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22488	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22489	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22491	0	1	0	0	0	0	0	0	0	0	0	0	0
otu22493	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22494	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22496	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22499	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22500	0	0	0	0	0	0	0	3	0	0	0	0	0
otu22501	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22504	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22505	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22507	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22508	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22509	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22510	0	0	0	0	0	0	0	0	1	0	0	0	0
otu22512	0	0	0	0	0	0	0	0	0	0	0	0	1
otu22515	0	0	0	0	0	0	0	0	0	0	0	1	0
otu22520	0	0	0	0	1	0	0	0	0	0	0	0	0
otu22521	0	0	0	1	0	0	0	0	0	0	0	0	0
otu22522	0	0	0	0	0	0	0	1	0	0	0	0	0
otu22524	0	0	0	0	0	0	1	0	0	0	0	0	0
